year,trial_name,trial_type,plot_width,plot_length,plant_date,harvest_date,location,accession_name,plot_name,cross_year,rep_number,plot_number,check_test,notes,obs_DM_gravity,obs_yield_ha
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-60,201561BCEAR_lori_rep1_SM3692-60_29,2009,1,29,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-76,201561BCEAR_lori_rep1_SM3692-76_28,2009,1,28,test,TZMRK180001_1-1,23.75408591,38.05555556
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3694-19,201561BCEAR_lori_rep1_SM3694-19_16,2009,1,16,test,TZMRK180001_1-1,23.0687801,3.055555556
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3694-44,201561BCEAR_lori_rep1_SM3694-44_19,2009,1,19,test,TZMRK180001_1-1,24.71501581,3.888888889
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3694-54,201561BCEAR_lori_rep1_SM3694-54_15,2009,1,15,test,TZMRK180001_1-1,26.77113619,28.19444444
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3695-82,201561BCEAR_lori_rep1_SM3695-82_6,2009,1,6,test,TZMRK180001_1-1,24.60444618,2.916666667
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,AM1261-13,201561BCEAR_lori_rep2_AM1261-13_51,2009,2,51,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4385-1,201561BCEAR_lori_rep2_GM4385-1_36,2009,2,36,test,TZMRK180001_1-1,24.41722114,3.888888889
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4385-15,201561BCEAR_lori_rep2_GM4385-15_44,2009,2,44,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4385-7,201561BCEAR_lori_rep2_GM4385-7_39,2009,2,39,test,TZMRK180001_1-1,26.4444795,2.916666667
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4393-14,201561BCEAR_lori_rep2_GM4393-14_61,2009,2,61,test,TZMRK180001_1-1,22.76424074,10.41666667
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4393-16,201561BCEAR_lori_rep2_GM4393-16_42,2009,2,42,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4394-9,201561BCEAR_lori_rep2_GM4394-9_53,2009,2,53,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4395-27,201561BCEAR_lori_rep2_GM4395-27_35,2009,2,35,test,TZMRK180001_1-1,26.31170213,7.638888889
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4395-31,201561BCEAR_lori_rep2_GM4395-31_34,2009,2,34,test,TZMRK180001_1-1,26.78024119,13.19444444
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4408-17,201561BCEAR_lori_rep2_GM4408-17_55,2009,2,55,test,TZMRK180001_1-1,24.65646067,3.333333333
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4409-52,201561BCEAR_lori_rep2_GM4409-52_57,2009,2,57,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4414-5,201561BCEAR_lori_rep2_GM4414-5_59,2009,2,59,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4414-6,201561BCEAR_lori_rep2_GM4414-6_49,2009,2,49,test,TZMRK180001_1-1,21.4234785,17.22222222
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3686-42,201561BCEAR_lori_rep2_SM3686-42_46,2009,2,46,test,TZMRK180001_1-1,27.44389788,19.16666667
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3686-48,201561BCEAR_lori_rep2_SM3686-48_37,2009,2,37,test,TZMRK180001_1-1,31.50889521,2.916666667
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3691-73,201561BCEAR_lori_rep2_SM3691-73_33,2009,2,33,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3691-74,201561BCEAR_lori_rep2_SM3691-74_62,2009,2,62,test,TZMRK180001_1-1,23.46729686,2.777777778
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-17,201561BCEAR_lori_rep2_SM3692-17_56,2009,2,56,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-32,201561BCEAR_lori_rep2_SM3692-32_43,2009,2,43,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-43,201561BCEAR_lori_rep2_SM3692-43_40,2009,2,40,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-51,201561BCEAR_lori_rep2_SM3692-51_32,2009,2,32,test,TZMRK180001_1-1,26.41411192,19.72222222
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-60,201561BCEAR_lori_rep2_SM3692-60_41,2009,2,41,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3692-76,201561BCEAR_lori_rep2_SM3692-76_48,2009,2,48,test,TZMRK180001_1-1,24.80292567,16.52777778
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3694-19,201561BCEAR_lori_rep2_SM3694-19_60,2009,2,60,test,TZMRK180001_1-1,NA,NA
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3694-44,201561BCEAR_lori_rep2_SM3694-44_54,2009,2,54,test,TZMRK180001_1-1,20.51163085,10.13888889
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3694-54,201561BCEAR_lori_rep2_SM3694-54_52,2009,2,52,test,TZMRK180001_1-1,23.90238095,20.83333333
2015,201561BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,SM3695-82,201561BCEAR_lori_rep2_SM3695-82_47,2009,2,47,test,TZMRK180001_1-1,26.99214781,14.44444444
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4436-3,201562BCEAR_lori_rep1_GM4436-3_24,2009,1,24,test,TZMRK180001_1-1,29.01547251,33.125
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4476-14,201562BCEAR_lori_rep1_GM4476-14_30,2009,1,30,test,TZMRK180001_1-1,27.91897375,3.333333333
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4482-20,201562BCEAR_lori_rep1_GM4482-20_29,2009,1,29,test,TZMRK180001_1-1,25.9287718,25.83333333
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4510-7,201562BCEAR_lori_rep1_GM4510-7_36,2009,1,36,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4513-2,201562BCEAR_lori_rep1_GM4513-2_28,2009,1,28,test,TZMRK180001_1-1,26.07001148,21.25
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4516-8,201562BCEAR_lori_rep1_GM4516-8_23,2009,1,23,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4527-2,201562BCEAR_lori_rep1_GM4527-2_15,2009,1,15,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4531-6,201562BCEAR_lori_rep1_GM4531-6_21,2009,1,21,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4543-2,201562BCEAR_lori_rep1_GM4543-2_25,2009,1,25,test,TZMRK180001_1-1,25.3823827,16.66666667
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4546-21,201562BCEAR_lori_rep1_GM4546-21_17,2009,1,17,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4546-35,201562BCEAR_lori_rep1_GM4546-35_7,2009,1,7,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4562-11,201562BCEAR_lori_rep1_GM4562-11_1,2009,1,1,test,TZMRK180001_1-1,27.76633222,14.16666667
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4562-1,201562BCEAR_lori_rep1_GM4562-1_12,2009,1,12,test,TZMRK180001_1-1,27.98825996,34.375
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4571-3,201562BCEAR_lori_rep1_GM4571-3_35,2009,1,35,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4436-3,201562BCEAR_lori_rep2_GM4436-3_64,2009,2,64,test,TZMRK180001_1-1,29.25753262,40.625
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4476-14,201562BCEAR_lori_rep2_GM4476-14_80,2009,2,80,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4482-20,201562BCEAR_lori_rep2_GM4482-20_63,2009,2,63,test,TZMRK180001_1-1,26.21748741,35.41666667
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4510-7,201562BCEAR_lori_rep2_GM4510-7_54,2009,2,54,test,TZMRK180001_1-1,25.909671,10.20833333
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4513-2,201562BCEAR_lori_rep2_GM4513-2_58,2009,2,58,test,TZMRK180001_1-1,30.54497122,52.91666667
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4516-8,201562BCEAR_lori_rep2_GM4516-8_61,2009,2,61,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4527-2,201562BCEAR_lori_rep2_GM4527-2_74,2009,2,74,test,TZMRK180001_1-1,24.70779446,16.25
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4531-6,201562BCEAR_lori_rep2_GM4531-6_59,2009,2,59,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4543-2,201562BCEAR_lori_rep2_GM4543-2_68,2009,2,68,test,TZMRK180001_1-1,24.53947368,21.875
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4546-21,201562BCEAR_lori_rep2_GM4546-21_48,2009,2,48,test,TZMRK180001_1-1,27.27239658,7.916666667
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4546-35,201562BCEAR_lori_rep2_GM4546-35_66,2009,2,66,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4562-11,201562BCEAR_lori_rep2_GM4562-11_60,2009,2,60,test,TZMRK180001_1-1,NA,NA
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4562-1,201562BCEAR_lori_rep2_GM4562-1_71,2009,2,71,test,TZMRK180001_1-1,19.944882,44.58333333
2015,201562BCEAR_lori,EAR,NA,NA,2015-July-04,2016-May-16,Lorica,GM4571-3,201562BCEAR_lori_rep2_GM4571-3_53,2009,2,53,test,TZMRK180001_1-1,NA,NA
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4292-1,201567BCPRC_lori_rep1_GM4292-1_1,2009,1,1,test,TZMRK180001_1-1,29.12463947,25.74404762
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4310-4,201567BCPRC_lori_rep1_GM4310-4_34,2009,1,34,test,TZMRK180001_1-1,30.43681987,19.3452381
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4310-5,201567BCPRC_lori_rep1_GM4310-5_7,2009,1,7,test,TZMRK180001_1-1,24.88178082,23.36309524
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4316-1,201567BCPRC_lori_rep1_GM4316-1_13,2009,1,13,test,TZMRK180001_1-1,18.14442322,5.654761905
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3673-29,201567BCPRC_lori_rep1_SM3673-29_26,2009,1,26,test,TZMRK180001_1-1,27.39325482,35.41666667
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3677-47,201567BCPRC_lori_rep1_SM3677-47_10,2009,1,10,test,TZMRK180001_1-1,28.1972738,33.18452381
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3677-72,201567BCPRC_lori_rep1_SM3677-72_31,2009,1,31,test,TZMRK180001_1-1,27.4492812,37.20238095
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3677-74,201567BCPRC_lori_rep1_SM3677-74_17,2009,1,17,test,TZMRK180001_1-1,31.76413686,37.5
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3680-4,201567BCPRC_lori_rep1_SM3680-4_32,2009,1,32,test,TZMRK180001_1-1,22.62200737,24.55357143
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3682-45,201567BCPRC_lori_rep1_SM3682-45_24,2009,1,24,test,TZMRK180001_1-1,21.98071928,43.89880952
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3682-57,201567BCPRC_lori_rep1_SM3682-57_4,2009,1,4,test,TZMRK180001_1-1,26.09009026,16.66666667
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3684-7,201567BCPRC_lori_rep1_SM3684-7_27,2009,1,27,test,TZMRK180001_1-1,28.70023844,29.46428571
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3685-20,201567BCPRC_lori_rep1_SM3685-20_8,2009,1,8,test,TZMRK180001_1-1,22.45040236,22.76785714
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4292-1,201567BCPRC_lori_rep2_GM4292-1_59,2009,2,59,test,TZMRK180001_1-1,30.87759347,16.07142857
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4310-4,201567BCPRC_lori_rep2_GM4310-4_67,2009,2,67,test,TZMRK180001_1-1,30.51149984,17.55952381
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4310-5,201567BCPRC_lori_rep2_GM4310-5_41,2009,2,41,test,TZMRK180001_1-1,18.97034884,2.678571429
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,GM4316-1,201567BCPRC_lori_rep2_GM4316-1_66,2009,2,66,test,TZMRK180001_1-1,26.12662147,13.39285714
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3673-29,201567BCPRC_lori_rep2_SM3673-29_65,2009,2,65,test,TZMRK180001_1-1,25.26693863,34.82142857
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3677-47,201567BCPRC_lori_rep2_SM3677-47_68,2009,2,68,test,TZMRK180001_1-1,28.00227102,17.85714286
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3677-72,201567BCPRC_lori_rep2_SM3677-72_47,2009,2,47,test,TZMRK180001_1-1,29.97173913,28.27380952
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3677-74,201567BCPRC_lori_rep2_SM3677-74_61,2009,2,61,test,TZMRK180001_1-1,29.26903595,19.04761905
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3680-4,201567BCPRC_lori_rep2_SM3680-4_60,2009,2,60,test,TZMRK180001_1-1,26.01371681,13.39285714
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3682-45,201567BCPRC_lori_rep2_SM3682-45_62,2009,2,62,test,TZMRK180001_1-1,21.38189542,25
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3682-57,201567BCPRC_lori_rep2_SM3682-57_51,2009,2,51,test,TZMRK180001_1-1,27.22478156,43.1547619
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3684-7,201567BCPRC_lori_rep2_SM3684-7_63,2009,2,63,test,TZMRK180001_1-1,30.95949647,16.81547619
2015,201567BCPRC_lori,PRC,NA,NA,2015-August-07,2016-May-17,Lorica,SM3685-20,201567BCPRC_lori_rep2_SM3685-20_46,2009,2,46,test,TZMRK180001_1-1,25.87197192,28.7202381
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4395-27,201739CQEAR_sgra_rep1_GM4395-27_9,2009,1,9,test,TZMRK180001_1-1,32.21672104,8.88671875
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4512-5,201739CQEAR_sgra_rep1_GM4512-5_10,2009,1,10,test,TZMRK180001_1-1,31.96273148,15.91796875
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4514-13,201739CQEAR_sgra_rep1_GM4514-13_11,2009,1,11,test,TZMRK180001_1-1,29.19616772,5.2734375
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4395-27,201739CQEAR_sgra_rep2_GM4395-27_36,2009,2,36,test,TZMRK180001_1-1,30.20370834,13.57421875
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4512-5,201739CQEAR_sgra_rep2_GM4512-5_27,2009,2,27,test,TZMRK180001_1-1,30.8539019,13.0859375
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4514-13,201739CQEAR_sgra_rep2_GM4514-13_38,2009,2,38,test,TZMRK180001_1-1,28.65494085,4.98046875
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4395-27,201739CQEAR_sgra_rep3_GM4395-27_73,2009,3,73,test,TZMRK180001_1-1,31.09074512,13.4765625
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4512-5,201739CQEAR_sgra_rep3_GM4512-5_53,2009,3,53,test,TZMRK180001_1-1,29.84820467,19.04296875
2017,201739CQEAR_sgra,EAR,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4514-13,201739CQEAR_sgra_rep3_GM4514-13_74,2009,3,74,test,TZMRK180001_1-1,30.53275581,7.03125
2017,201741BCPRC_sgra,PRC,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4543-2,201741BCPRC_sgra_rep1_GM4543-2_6,2009,1,6,test,TZMRK180001_1-1,29.24765484,9.583333333
2017,201741BCPRC_sgra,PRC,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4543-2,201741BCPRC_sgra_rep2_GM4543-2_21,2009,2,21,test,TZMRK180001_1-1,28.83770175,16.875
2017,201741BCPRC_sgra,PRC,NA,NA,2017-July-08,2018-April-17,Sabanagrande,GM4543-2,201741BCPRC_sgra_rep3_GM4543-2_42,2009,3,42,test,TZMRK180001_1-1,28.38384615,21.875
2017,201745BCPRC_unio,PRC,NA,NA,2017-June-02,2018-April-02,La Union,SM3694-54,201745BCPRC_unio_rep1_SM3694-54_13,2009,1,13,test,TZMRK180001_1-1,28.72330023,43.19444444
2017,201745BCPRC_unio,PRC,NA,NA,2017-June-02,2018-April-02,La Union,SM3695-82,201745BCPRC_unio_rep1_SM3695-82_9,2009,1,9,test,TZMRK180001_1-1,30.70289799,19.16666667
2017,201745BCPRC_unio,PRC,NA,NA,2017-June-02,2018-April-02,La Union,SM3694-54,201745BCPRC_unio_rep2_SM3694-54_31,2009,2,31,test,TZMRK180001_1-1,28.61906313,31.25
2017,201745BCPRC_unio,PRC,NA,NA,2017-June-02,2018-April-02,La Union,SM3695-82,201745BCPRC_unio_rep2_SM3695-82_36,2009,2,36,test,TZMRK180001_1-1,31.42485921,32.5
2017,201745BCPRC_unio,PRC,NA,NA,2017-June-02,2018-April-02,La Union,SM3694-54,201745BCPRC_unio_rep3_SM3694-54_72,2009,3,72,test,TZMRK180001_1-1,28.69322704,21.52777778
2017,201745BCPRC_unio,PRC,NA,NA,2017-June-02,2018-April-02,La Union,SM3695-82,201745BCPRC_unio_rep3_SM3695-82_66,2009,3,66,test,TZMRK180001_1-1,31.34243028,24.72222222
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4395-27,201752CQEAR_cere_rep1_GM4395-27_12,2009,1,12,test,TZMRK180001_1-1,36.52716216,7.458333333
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4486-11,201752CQEAR_cere_rep1_GM4486-11_13,2009,1,13,test,TZMRK180001_1-1,39.949,16.5
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4512-5,201752CQEAR_cere_rep1_GM4512-5_14,2009,1,14,test,TZMRK180001_1-1,34.63753425,18.16666667
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4514-13,201752CQEAR_cere_rep1_GM4514-13_15,2009,1,15,test,TZMRK180001_1-1,17.55403397,20.41666667
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4395-27,201752CQEAR_cere_rep2_GM4395-27_35,2009,2,35,test,TZMRK180001_1-1,17.63879448,8.416666667
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4486-11,201752CQEAR_cere_rep2_GM4486-11_55,2009,2,55,test,TZMRK180001_1-1,36.13083916,10.625
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4512-5,201752CQEAR_cere_rep2_GM4512-5_60,2009,2,60,test,TZMRK180001_1-1,32.8106993,18.75
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4514-13,201752CQEAR_cere_rep2_GM4514-13_52,2009,2,52,test,TZMRK180001_1-1,32.1689916,5.666666667
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4395-27,201752CQEAR_cere_rep3_GM4395-27_64,2009,3,64,test,TZMRK180001_1-1,17.71892877,11.5
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4486-11,201752CQEAR_cere_rep3_GM4486-11_88,2009,3,88,test,TZMRK180001_1-1,34.63753425,8.25
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4512-5,201752CQEAR_cere_rep3_GM4512-5_73,2009,3,73,test,TZMRK180001_1-1,33.79444444,11.16666667
2017,201752CQEAR_cere,EAR,NA,NA,2017-June-07,2018-April-10,Cerete,GM4514-13,201752CQEAR_cere_rep3_GM4514-13_77,2009,3,77,test,TZMRK180001_1-1,36.4387218,18.29166667
2017,201755BCPRC_cere,PRC,NA,NA,2017-July-07,2018-April-03,Cerete,SM3694-54,201755BCPRC_cere_rep1_SM3694-54_13,2009,1,13,test,TZMRK180001_1-1,NA,NA
2017,201755BCPRC_cere,PRC,NA,NA,2017-July-07,2018-April-03,Cerete,SM3695-82,201755BCPRC_cere_rep1_SM3695-82_9,2009,1,9,test,TZMRK180001_1-1,NA,NA
2017,201755BCPRC_cere,PRC,NA,NA,2017-July-07,2018-April-03,Cerete,SM3694-54,201755BCPRC_cere_rep2_SM3694-54_31,2009,2,31,test,TZMRK180001_1-1,NA,NA
2017,201755BCPRC_cere,PRC,NA,NA,2017-July-07,2018-April-03,Cerete,SM3695-82,201755BCPRC_cere_rep2_SM3695-82_36,2009,2,36,test,TZMRK180001_1-1,NA,NA
2017,201755BCPRC_cere,PRC,NA,NA,2017-July-07,2018-April-03,Cerete,SM3694-54,201755BCPRC_cere_rep3_SM3694-54_70,2009,3,70,test,TZMRK180001_1-1,NA,NA
2017,201755BCPRC_cere,PRC,NA,NA,2017-July-07,2018-April-03,Cerete,SM3695-82,201755BCPRC_cere_rep3_SM3695-82_64,2009,3,64,test,TZMRK180001_1-1,NA,NA
2017,201759BCPRC_carm,PRC,NA,NA,2017-June-01,2018-March-08,El Carmen de Bolivar,SM3694-54,201759BCPRC_carm_rep1_SM3694-54_13,2009,1,13,test,TZMRK180001_1-1,NA,NA
2017,201759BCPRC_carm,PRC,NA,NA,2017-June-01,2018-March-08,El Carmen de Bolivar,SM3695-82,201759BCPRC_carm_rep1_SM3695-82_9,2009,1,9,test,TZMRK180001_1-1,NA,NA
2017,201759BCPRC_carm,PRC,NA,NA,2017-June-01,2018-March-08,El Carmen de Bolivar,SM3694-54,201759BCPRC_carm_rep2_SM3694-54_31,2009,2,31,test,TZMRK180001_1-1,NA,NA
2017,201759BCPRC_carm,PRC,NA,NA,2017-June-01,2018-March-08,El Carmen de Bolivar,SM3695-82,201759BCPRC_carm_rep2_SM3695-82_36,2009,2,36,test,TZMRK180001_1-1,NA,NA
2017,201759BCPRC_carm,PRC,NA,NA,2017-June-01,2018-March-08,El Carmen de Bolivar,SM3694-54,201759BCPRC_carm_rep3_SM3694-54_72,2009,3,72,test,TZMRK180001_1-1,NA,NA
2017,201759BCPRC_carm,PRC,NA,NA,2017-June-01,2018-March-08,El Carmen de Bolivar,SM3695-82,201759BCPRC_carm_rep3_SM3695-82_66,2009,3,66,test,TZMRK180001_1-1,NA,NA
2017,201761BCPRC_sevi,PRC,NA,NA,2017-May-10,2018-February-12,Sevilla,SM3694-54,201761BCPRC_sevi_rep1_SM3694-54_13,2009,1,13,test,TZMRK180001_1-1,26.42032258,33.44444444
2017,201761BCPRC_sevi,PRC,NA,NA,2017-May-10,2018-February-12,Sevilla,SM3695-82,201761BCPRC_sevi_rep1_SM3695-82_9,2009,1,9,test,TZMRK180001_1-1,30.59727273,12.44444444
