"Experiment","rep_number","accession_name","yield_ha","year","location"
"201558BCEPR_cere",2,"GM5176-2",8.325,"2015","Cerete"
"201558BCEPR_cere",2,"GM5185-21",5.125,"2015","Cerete"
"201558BCEPR_cere",2,"GM5190-1",7.225,"2015","Cerete"
"201558BCEPR_cere",2,"GM5202-2",6.2,"2015","Cerete"
"201558BCEPR_cere",2,"GM5204-11",15.65,"2015","Cerete"
"201558BCEPR_cere",2,"GM5212-6",1.3,"2015","Cerete"
"201558BCEPR_cere",2,"GM5216-19",3.55,"2015","Cerete"
"201558BCEPR_cere",2,"GM5249-2",17.625,"2015","Cerete"
"201558BCEPR_cere",2,"GM5253-2",2.4,"2015","Cerete"
"201558BCEPR_cere",2,"GM5260-3",2.125,"2015","Cerete"
"201558BCEPR_cere",2,"GM5260-4",28.25,"2015","Cerete"
"201558BCEPR_cere",2,"GM5261-21",4.5,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-31",16.8,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-34",4.875,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-35",7.9375,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-48",1.05,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-49",2.925,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-54",8.125,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-56",8.325,"2015","Cerete"
"201558BCEPR_cere",2,"GM5309-57",5,"2015","Cerete"
"201558BCEPR_cere",2,"GM6172-3",14.75,"2015","Cerete"
"201558BCEPR_cere",2,"GM8326-1",6.575,"2015","Cerete"
"201558BCEPR_cere",2,"GM8326-15",4.25,"2015","Cerete"
"201558BCEPR_cere",2,"GM8326-7",2.55,"2015","Cerete"
"201558BCEPR_cere",2,"GM8339-21",3.35,"2015","Cerete"
"201558BCEPR_cere",2,"GM8359-9",11.775,"2015","Cerete"
"201558BCEPR_cere",2,"GM8360-4",1.575,"2015","Cerete"
"201558BCEPR_cere",2,"GM8373-46",3.1,"2015","Cerete"
"201558BCEPR_cere",2,"GM8375-15",2.9375,"2015","Cerete"
"201558BCEPR_cere",2,"GM8375-58",9.875,"2015","Cerete"
"201558BCEPR_cere",2,"GM8375-59",10.95,"2015","Cerete"
"201558BCEPR_cere",2,"GM8390-15",5.5,"2015","Cerete"
"201558BCEPR_cere",2,"GM8391-4",5,"2015","Cerete"
"201558BCEPR_cere",2,"GM8409-13",24.0625,"2015","Cerete"
"201558BCEPR_cere",2,"GM8409-57",11.6875,"2015","Cerete"
"201558BCEPR_cere",2,"GM8413-1",4.425,"2015","Cerete"
"201558BCEPR_cere",2,"GM8413-2",13.0625,"2015","Cerete"
"201558BCEPR_cere",2,"GM8413-3",5.875,"2015","Cerete"
"201558BCEPR_cere",2,"GM8413-9",5.625,"2015","Cerete"
"201558BCEPR_cere",2,"SM3685-23",2.275,"2015","Cerete"
"201558BCEPR_cere",2,"SM3686-56",6.875,"2015","Cerete"
"201558BCEPR_cere",2,"SM3692-15",5.3,"2015","Cerete"
"201558BCEPR_cere",2,"SM3692-18",2.25,"2015","Cerete"
"201558BCEPR_cere",2,"SM3692-23",14.4,"2015","Cerete"
"201558BCEPR_cere",2,"SM3692-55",5.75,"2015","Cerete"
"201558BCEPR_cere",2,"SM3756-7",6.525,"2015","Cerete"
"201558BCEPR_cere",2,"SM3764-13",1.9,"2015","Cerete"
"201558BCEPR_cere",2,"SM3767-19",1.65,"2015","Cerete"
"201558BCEPR_cere",2,"SM3773-51",3.2,"2015","Cerete"
"201558BCEPR_cere",2,"SM3878-111",15.35,"2015","Cerete"
"201558BCEPR_cere",2,"SM3879-75",14.525,"2015","Cerete"
"201558BCEPR_cere",2,"SM3879-93",21.925,"2015","Cerete"
"201558BCEPR_cere",2,"SM3882-30",2.25,"2015","Cerete"
"201558BCEPR_cere",2,"SM3882-48",1.475,"2015","Cerete"
"201558BCEPR_cere",2,"SM3882-76",9.95,"2015","Cerete"
"201558BCEPR_cere",2,"SM3883-96",2.05,"2015","Cerete"
"201558BCEPR_cere",2,"SM3885-50",17.05,"2015","Cerete"
"201558BCEPR_cere",2,"SM3885-63",9.7,"2015","Cerete"
"201558BCEPR_cere",2,"SM3887-29",9.2,"2015","Cerete"
"201558BCEPR_cere",2,"SM3889-87",5.225,"2015","Cerete"
"201558BCEPR_cere",2,"SM3890-9",23.9,"2015","Cerete"
"201558BCEPR_cere",2,"SM3892-36",5,"2015","Cerete"
"201558BCEPR_cere",2,"SM3893-10",8.15,"2015","Cerete"
"201558BCEPR_cere",2,"SM3893-2",4.825,"2015","Cerete"
"201558BCEPR_cere",2,"SM3893-59",2.2,"2015","Cerete"
"201558BCEPR_cere",2,"SM3894-28",4.275,"2015","Cerete"
"201558BCEPR_cere",2,"SMB2446-2",38.15,"2015","Cerete"
"201558BCEPR_cere",2,"TAI8",,"2015","Cerete"
"201559BCPRC_cere",1,"CG1141-1",43.7,"2015","Cerete"
"201559BCPRC_cere",1,"CM4919-1",33.575,"2015","Cerete"
"201559BCPRC_cere",1,"GM3523-70",5.475,"2015","Cerete"
"201559BCPRC_cere",1,"GM3587-41",3.5,"2015","Cerete"
"201559BCPRC_cere",1,"GM3621-18",11.6,"2015","Cerete"
"201559BCPRC_cere",1,"GM3649-68",30.625,"2015","Cerete"
"201559BCPRC_cere",1,"GM3650-41",5.875,"2015","Cerete"
"201559BCPRC_cere",1,"GM3650-49",2.55,"2015","Cerete"
"201559BCPRC_cere",1,"GM3650-51",11.975,"2015","Cerete"
"201559BCPRC_cere",1,"GM3652-21",10.85,"2015","Cerete"
"201559BCPRC_cere",1,"GM3658-77",20.15,"2015","Cerete"
"201559BCPRC_cere",1,"GM3658-81",6.725,"2015","Cerete"
"201559BCPRC_cere",1,"GM3666-77",6.575,"2015","Cerete"
"201559BCPRC_cere",1,"GM3667-49",17.8,"2015","Cerete"
"201559BCPRC_cere",1,"GM3675-52",3.2,"2015","Cerete"
"201559BCPRC_cere",1,"GM3700-14",17.175,"2015","Cerete"
"201559BCPRC_cere",1,"GM4292-1",5.675,"2015","Cerete"
"201559BCPRC_cere",1,"GM4310-4",8.75,"2015","Cerete"
"201559BCPRC_cere",1,"GM4310-5",11.125,"2015","Cerete"
"201559BCPRC_cere",1,"SM3615-16",25.9,"2015","Cerete"
"201559BCPRC_cere",1,"SM3673-29",31.625,"2015","Cerete"
"201559BCPRC_cere",1,"SM3677-47",17.05,"2015","Cerete"
"201559BCPRC_cere",1,"SM3677-72",55.775,"2015","Cerete"
"201559BCPRC_cere",1,"SM3677-74",15.675,"2015","Cerete"
"201559BCPRC_cere",1,"SM3680-4",8.9,"2015","Cerete"
"201559BCPRC_cere",1,"SM3682-45",6.875,"2015","Cerete"
"201559BCPRC_cere",1,"SM3682-57",6.925,"2015","Cerete"
"201559BCPRC_cere",1,"SM3684-7",21.75,"2015","Cerete"
"201559BCPRC_cere",1,"SMB2446-2",28.875,"2015","Cerete"
"201559BCPRC_cere",1,"TAI8",18.425,"2015","Cerete"
"201559BCPRC_cere",2,"CG1141-1",36.375,"2015","Cerete"
"201559BCPRC_cere",2,"CM4919-1",15.65,"2015","Cerete"
"201559BCPRC_cere",2,"GM3523-70",5.725,"2015","Cerete"
"201559BCPRC_cere",2,"GM3587-51",4.725,"2015","Cerete"
"201559BCPRC_cere",2,"GM3621-18",11.1,"2015","Cerete"
"201559BCPRC_cere",2,"GM3649-68",11.725,"2015","Cerete"
"201559BCPRC_cere",2,"GM3650-41",5.5,"2015","Cerete"
"201559BCPRC_cere",2,"GM3650-49",6.6,"2015","Cerete"
"201559BCPRC_cere",2,"GM3652-21",18.45,"2015","Cerete"
"201559BCPRC_cere",2,"GM3658-77",8,"2015","Cerete"
"201559BCPRC_cere",2,"GM3658-81",9.8,"2015","Cerete"
"201559BCPRC_cere",2,"GM3666-77",10.75,"2015","Cerete"
"201559BCPRC_cere",2,"GM3667-49",7.125,"2015","Cerete"
"201559BCPRC_cere",2,"GM3675-52",1.8,"2015","Cerete"
"201559BCPRC_cere",2,"GM4310-4",5.025,"2015","Cerete"
"201559BCPRC_cere",2,"GM4310-5",2.7,"2015","Cerete"
"201559BCPRC_cere",2,"SM3615-16",1.025,"2015","Cerete"
"201559BCPRC_cere",2,"SM3618-1",6.0625,"2015","Cerete"
"201559BCPRC_cere",2,"SM3673-29",18.65,"2015","Cerete"
"201559BCPRC_cere",2,"SM3677-47",6.25,"2015","Cerete"
"201559BCPRC_cere",2,"SM3677-72",28.3,"2015","Cerete"
"201559BCPRC_cere",2,"SM3677-74",20.425,"2015","Cerete"
"201559BCPRC_cere",2,"SM3680-4",2.95,"2015","Cerete"
"201559BCPRC_cere",2,"SM3682-45",6.05,"2015","Cerete"
"201559BCPRC_cere",2,"SM3682-57",7.75,"2015","Cerete"
"201559BCPRC_cere",2,"SM3684-7",5.225,"2015","Cerete"
"201559BCPRC_cere",2,"SM3685-20",7.425,"2015","Cerete"
"201559BCPRC_cere",2,"SMB2446-2",16.225,"2015","Cerete"
"201559BCPRC_cere",2,"TAI8",40.125,"2015","Cerete"
"201560BCPRC_cere",1,"AM900-14",6.458333333,"2015","Cerete"
"201560BCPRC_cere",1,"AM907-57",42.33333333,"2015","Cerete"
"201560BCPRC_cere",1,"CG1141-1",36.875,"2015","Cerete"
"201560BCPRC_cere",1,"CM4919-1",50.04166667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3426-5",18.41666667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-18",7.125,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-32",11.16666667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-34",11.04166667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-42",46.25,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-48",33.16666667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-49",17.5,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-54",30.83333333,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-58",34.54166667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-66",28.33333333,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-68",37.125,"2015","Cerete"
"201560BCPRC_cere",1,"GM3518-70",3.833333333,"2015","Cerete"
"201560BCPRC_cere",1,"GM3521-14",5.291666667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3524-72",3.625,"2015","Cerete"
"201560BCPRC_cere",1,"GM3533-72",10.79166667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3594-36",28.08333333,"2015","Cerete"
"201560BCPRC_cere",1,"GM3594-46",25.54166667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3594-65",23.33333333,"2015","Cerete"
"201560BCPRC_cere",1,"GM3594-70",7.708333333,"2015","Cerete"
"201560BCPRC_cere",1,"GM3650-15",11.1875,"2015","Cerete"
"201560BCPRC_cere",1,"GM3695-9",3.291666667,"2015","Cerete"
"201560BCPRC_cere",1,"GM3738-24",5.041666667,"2015","Cerete"
"201560BCPRC_cere",1,"SM3511-6",31.54166667,"2015","Cerete"
"201560BCPRC_cere",1,"SM3536-44",20.25,"2015","Cerete"
"201560BCPRC_cere",1,"SM3607-37",24.875,"2015","Cerete"
"201560BCPRC_cere",1,"SM3607-84",7.5,"2015","Cerete"
"201560BCPRC_cere",1,"SMB2446-2",29.91666667,"2015","Cerete"
"201560BCPRC_cere",1,"TAI8",46.45833333,"2015","Cerete"
"201560BCPRC_cere",2,"AM900-14",4.791666667,"2015","Cerete"
"201560BCPRC_cere",2,"AM907-57",20.125,"2015","Cerete"
"201560BCPRC_cere",2,"CG1141-1",62.33333333,"2015","Cerete"
"201560BCPRC_cere",2,"CM4919-1",53.125,"2015","Cerete"
"201560BCPRC_cere",2,"GM3426-5",38.375,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-18",25.58333333,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-32",34.20833333,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-34",19.79166667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-42",21.04166667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-48",41.95833333,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-49",21.16666667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-54",13.54166667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-58",42.83333333,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-66",12.375,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-68",35.70833333,"2015","Cerete"
"201560BCPRC_cere",2,"GM3518-70",5.458333333,"2015","Cerete"
"201560BCPRC_cere",2,"GM3521-14",4.041666667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3524-72",14.25,"2015","Cerete"
"201560BCPRC_cere",2,"GM3533-72",11.875,"2015","Cerete"
"201560BCPRC_cere",2,"GM3594-36",13.04166667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3594-46",18.04166667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3594-65",44.125,"2015","Cerete"
"201560BCPRC_cere",2,"GM3594-70",16.95833333,"2015","Cerete"
"201560BCPRC_cere",2,"GM3650-15",9.25,"2015","Cerete"
"201560BCPRC_cere",2,"GM3675-20",8.416666667,"2015","Cerete"
"201560BCPRC_cere",2,"GM3738-24",7.541666667,"2015","Cerete"
"201560BCPRC_cere",2,"SM3536-44",7.5,"2015","Cerete"
"201560BCPRC_cere",2,"SM3607-37",19.625,"2015","Cerete"
"201560BCPRC_cere",2,"SM3607-84",37.58333333,"2015","Cerete"
"201560BCPRC_cere",2,"SMB2446-2",37.20833333,"2015","Cerete"
"201560BCPRC_cere",2,"TAI8",56.20833333,"2015","Cerete"
"201561BCEAR_lori",1,"CG1141-1",33.19444444,"2015","Lorica"
"201561BCEAR_lori",1,"CM4919-1",37.22222222,"2015","Lorica"
"201561BCEAR_lori",1,"GM4385-1",2.5,"2015","Lorica"
"201561BCEAR_lori",1,"GM4393-14",8.333333333,"2015","Lorica"
"201561BCEAR_lori",1,"GM4395-27",3.472222222,"2015","Lorica"
"201561BCEAR_lori",1,"GM4395-31",5.833333333,"2015","Lorica"
"201561BCEAR_lori",1,"GM4409-52",3.055555556,"2015","Lorica"
"201561BCEAR_lori",1,"GM4414-5",4.444444444,"2015","Lorica"
"201561BCEAR_lori",1,"GM4414-6",19.02777778,"2015","Lorica"
"201561BCEAR_lori",1,"SM3686-42",12.63888889,"2015","Lorica"
"201561BCEAR_lori",1,"SM3691-73",2.083333333,"2015","Lorica"
"201561BCEAR_lori",1,"SM3691-74",2.222222222,"2015","Lorica"
"201561BCEAR_lori",1,"SM3692-32",11.52777778,"2015","Lorica"
"201561BCEAR_lori",1,"SM3692-43",2.916666667,"2015","Lorica"
"201561BCEAR_lori",1,"SM3692-76",38.05555556,"2015","Lorica"
"201561BCEAR_lori",1,"SM3694-19",3.055555556,"2015","Lorica"
"201561BCEAR_lori",1,"SM3694-44",3.888888889,"2015","Lorica"
"201561BCEAR_lori",1,"SM3694-54",28.19444444,"2015","Lorica"
"201561BCEAR_lori",1,"SM3695-82",2.916666667,"2015","Lorica"
"201561BCEAR_lori",1,"SMB2446-2",26.80555556,"2015","Lorica"
"201561BCEAR_lori",1,"TAI8",43.75,"2015","Lorica"
"201561BCEAR_lori",2,"CG1141-1",70.97222222,"2015","Lorica"
"201561BCEAR_lori",2,"CM4919-1",43.61111111,"2015","Lorica"
"201561BCEAR_lori",2,"GM4385-1",3.888888889,"2015","Lorica"
"201561BCEAR_lori",2,"GM4385-7",2.916666667,"2015","Lorica"
"201561BCEAR_lori",2,"GM4393-14",10.41666667,"2015","Lorica"
"201561BCEAR_lori",2,"GM4395-27",7.638888889,"2015","Lorica"
"201561BCEAR_lori",2,"GM4395-31",13.19444444,"2015","Lorica"
"201561BCEAR_lori",2,"GM4408-17",3.333333333,"2015","Lorica"
"201561BCEAR_lori",2,"GM4414-6",17.22222222,"2015","Lorica"
"201561BCEAR_lori",2,"SM3686-42",19.16666667,"2015","Lorica"
"201561BCEAR_lori",2,"SM3686-48",2.916666667,"2015","Lorica"
"201561BCEAR_lori",2,"SM3691-74",2.777777778,"2015","Lorica"
"201561BCEAR_lori",2,"SM3692-51",19.72222222,"2015","Lorica"
"201561BCEAR_lori",2,"SM3692-76",16.52777778,"2015","Lorica"
"201561BCEAR_lori",2,"SM3694-44",10.13888889,"2015","Lorica"
"201561BCEAR_lori",2,"SM3694-54",20.83333333,"2015","Lorica"
"201561BCEAR_lori",2,"SM3695-82",14.44444444,"2015","Lorica"
"201561BCEAR_lori",2,"SMB2446-2",44.86111111,"2015","Lorica"
"201561BCEAR_lori",2,"TAI8",35.41666667,"2015","Lorica"
"201562BCEAR_lori",1,"CG1141-1",66.66666667,"2015","Lorica"
"201562BCEAR_lori",1,"CM4919-1",113.125,"2015","Lorica"
"201562BCEAR_lori",1,"GM4436-3",33.125,"2015","Lorica"
"201562BCEAR_lori",1,"GM4476-14",3.333333333,"2015","Lorica"
"201562BCEAR_lori",1,"GM4482-20",25.83333333,"2015","Lorica"
"201562BCEAR_lori",1,"GM4513-2",21.25,"2015","Lorica"
"201562BCEAR_lori",1,"GM4543-2",16.66666667,"2015","Lorica"
"201562BCEAR_lori",1,"GM4562-1",34.375,"2015","Lorica"
"201562BCEAR_lori",1,"GM4562-11",14.16666667,"2015","Lorica"
"201562BCEAR_lori",1,"SM3757-45",10.41666667,"2015","Lorica"
"201562BCEAR_lori",1,"SM3757-81",58.75,"2015","Lorica"
"201562BCEAR_lori",1,"SM3758-47",4.791666667,"2015","Lorica"
"201562BCEAR_lori",1,"SM3761-103",22.08333333,"2015","Lorica"
"201562BCEAR_lori",1,"SM3761-110",31.875,"2015","Lorica"
"201562BCEAR_lori",1,"SM3761-125",109.1666667,"2015","Lorica"
"201562BCEAR_lori",1,"SM3761-28",63.125,"2015","Lorica"
"201562BCEAR_lori",1,"SM3761-29",35.41666667,"2015","Lorica"
"201562BCEAR_lori",1,"SM3761-58",4.166666667,"2015","Lorica"
"201562BCEAR_lori",1,"SM3762-15",68.33333333,"2015","Lorica"
"201562BCEAR_lori",1,"SM3762-6",12.5,"2015","Lorica"
"201562BCEAR_lori",1,"SMB2446-2",63.125,"2015","Lorica"
"201562BCEAR_lori",1,"TAI8",106.25,"2015","Lorica"
"201562BCEAR_lori",2,"CG1141-1",66.66666667,"2015","Lorica"
"201562BCEAR_lori",2,"CM4919-1",58.95833333,"2015","Lorica"
"201562BCEAR_lori",2,"GM4436-3",40.625,"2015","Lorica"
"201562BCEAR_lori",2,"GM4482-20",35.41666667,"2015","Lorica"
"201562BCEAR_lori",2,"GM4510-7",10.20833333,"2015","Lorica"
"201562BCEAR_lori",2,"GM4513-2",52.91666667,"2015","Lorica"
"201562BCEAR_lori",2,"GM4527-2",16.25,"2015","Lorica"
"201562BCEAR_lori",2,"GM4543-2",21.875,"2015","Lorica"
"201562BCEAR_lori",2,"GM4546-21",7.916666667,"2015","Lorica"
"201562BCEAR_lori",2,"GM4562-1",44.58333333,"2015","Lorica"
"201562BCEAR_lori",2,"SM3757-45",25.625,"2015","Lorica"
"201562BCEAR_lori",2,"SM3757-81",32.08333333,"2015","Lorica"
"201562BCEAR_lori",2,"SM3758-47",33.95833333,"2015","Lorica"
"201562BCEAR_lori",2,"SM3761-103",10,"2015","Lorica"
"201562BCEAR_lori",2,"SM3761-110",69.79166667,"2015","Lorica"
"201562BCEAR_lori",2,"SM3761-125",52.08333333,"2015","Lorica"
"201562BCEAR_lori",2,"SM3761-28",32.91666667,"2015","Lorica"
"201562BCEAR_lori",2,"SM3761-29",16.04166667,"2015","Lorica"
"201562BCEAR_lori",2,"SM3762-15",40.625,"2015","Lorica"
"201562BCEAR_lori",2,"SM3762-6",42.70833333,"2015","Lorica"
"201562BCEAR_lori",2,"SMB2446-2",48.54166667,"2015","Lorica"
"201562BCEAR_lori",2,"TAI8",48.54166667,"2015","Lorica"
"201563BCEAR_lori",1,"CG1141-1",68.33333333,"2015","Lorica"
"201563BCEAR_lori",1,"CM4919-1",116.25,"2015","Lorica"
"201563BCEAR_lori",1,"GM5133-3",5.208333333,"2015","Lorica"
"201563BCEAR_lori",1,"GM5146-19",22.5,"2015","Lorica"
"201563BCEAR_lori",1,"GM5146-3",56.875,"2015","Lorica"
"201563BCEAR_lori",1,"GM5146-9",21.25,"2015","Lorica"
"201563BCEAR_lori",1,"GM5152-2",9.375,"2015","Lorica"
"201563BCEAR_lori",1,"GM5154-6",23.54166667,"2015","Lorica"
"201563BCEAR_lori",1,"GM5194-13",10.41666667,"2015","Lorica"
"201563BCEAR_lori",1,"GM5212-6",5.625,"2015","Lorica"
"201563BCEAR_lori",1,"GM5246-14",20.83333333,"2015","Lorica"
"201563BCEAR_lori",1,"GM5257-5",28.54166667,"2015","Lorica"
"201563BCEAR_lori",1,"SMB2446-2",82.08333333,"2015","Lorica"
"201563BCEAR_lori",1,"TAI8",53.75,"2015","Lorica"
"201563BCEAR_lori",2,"CG1141-1",62.08333333,"2015","Lorica"
"201563BCEAR_lori",2,"CM4919-1",88.95833333,"2015","Lorica"
"201563BCEAR_lori",2,"GM5133-3",8.541666667,"2015","Lorica"
"201563BCEAR_lori",2,"GM5146-19",30.41666667,"2015","Lorica"
"201563BCEAR_lori",2,"GM5194-13",38.54166667,"2015","Lorica"
"201563BCEAR_lori",2,"SM3767-66",11.25,"2015","Lorica"
"201563BCEAR_lori",2,"SMB2446-2",65.625,"2015","Lorica"
"201563BCEAR_lori",2,"TAI8",56.25,"2015","Lorica"
"201567BCPRC_lori",1,"CG1141-1",19.04761905,"2015","Lorica"
"201567BCPRC_lori",1,"CM4919-1",31.25,"2015","Lorica"
"201567BCPRC_lori",1,"GM3523-70",6.101190476,"2015","Lorica"
"201567BCPRC_lori",1,"GM3587-41",20.83333333,"2015","Lorica"
"201567BCPRC_lori",1,"GM3587-51",16.66666667,"2015","Lorica"
"201567BCPRC_lori",1,"GM3621-18",23.51190476,"2015","Lorica"
"201567BCPRC_lori",1,"GM3649-68",31.25,"2015","Lorica"
"201567BCPRC_lori",1,"GM3650-41",45.83333333,"2015","Lorica"
"201567BCPRC_lori",1,"GM3650-49",16.36904762,"2015","Lorica"
"201567BCPRC_lori",1,"GM3650-51",30.80357143,"2015","Lorica"
"201567BCPRC_lori",1,"GM3652-21",25.5952381,"2015","Lorica"
"201567BCPRC_lori",1,"GM3658-77",30.20833333,"2015","Lorica"
"201567BCPRC_lori",1,"GM3658-81",22.02380952,"2015","Lorica"
"201567BCPRC_lori",1,"GM3666-77",21.57738095,"2015","Lorica"
"201567BCPRC_lori",1,"GM3667-49",48.95833333,"2015","Lorica"
"201567BCPRC_lori",1,"GM3675-52",19.3452381,"2015","Lorica"
"201567BCPRC_lori",1,"GM3700-14",20.83333333,"2015","Lorica"
"201567BCPRC_lori",1,"GM4292-1",25.74404762,"2015","Lorica"
"201567BCPRC_lori",1,"GM4310-4",19.3452381,"2015","Lorica"
"201567BCPRC_lori",1,"GM4310-5",23.36309524,"2015","Lorica"
"201567BCPRC_lori",1,"GM4316-1",5.654761905,"2015","Lorica"
"201567BCPRC_lori",1,"SM3618-1",35.71428571,"2015","Lorica"
"201567BCPRC_lori",1,"SM3673-29",35.41666667,"2015","Lorica"
"201567BCPRC_lori",1,"SM3677-47",33.18452381,"2015","Lorica"
"201567BCPRC_lori",1,"SM3677-72",37.20238095,"2015","Lorica"
"201567BCPRC_lori",1,"SM3677-74",37.5,"2015","Lorica"
"201567BCPRC_lori",1,"SM3680-4",24.55357143,"2015","Lorica"
"201567BCPRC_lori",1,"SM3682-45",43.89880952,"2015","Lorica"
"201567BCPRC_lori",1,"SM3682-57",16.66666667,"2015","Lorica"
"201567BCPRC_lori",1,"SM3684-7",29.46428571,"2015","Lorica"
"201567BCPRC_lori",1,"SM3685-20",22.76785714,"2015","Lorica"
"201567BCPRC_lori",1,"SMB2446-2",36.75595238,"2015","Lorica"
"201567BCPRC_lori",1,"TAI8",51.04166667,"2015","Lorica"
"201567BCPRC_lori",2,"CG1141-1",29.76190476,"2015","Lorica"
"201567BCPRC_lori",2,"CM4919-1",31.69642857,"2015","Lorica"
"201567BCPRC_lori",2,"GM3523-70",27.5297619,"2015","Lorica"
"201567BCPRC_lori",2,"GM3587-41",7.44047619,"2015","Lorica"
"201567BCPRC_lori",2,"GM3587-51",20.08928571,"2015","Lorica"
"201567BCPRC_lori",2,"GM3621-18",17.11309524,"2015","Lorica"
"201567BCPRC_lori",2,"GM3649-68",27.5297619,"2015","Lorica"
"201567BCPRC_lori",2,"GM3650-41",16.07142857,"2015","Lorica"
"201567BCPRC_lori",2,"GM3650-49",14.88095238,"2015","Lorica"
"201567BCPRC_lori",2,"GM3650-51",28.27380952,"2015","Lorica"
"201567BCPRC_lori",2,"GM3652-21",28.7202381,"2015","Lorica"
"201567BCPRC_lori",2,"GM3658-77",19.3452381,"2015","Lorica"
"201567BCPRC_lori",2,"GM3658-81",24.55357143,"2015","Lorica"
"201567BCPRC_lori",2,"GM3666-77",26.48809524,"2015","Lorica"
"201567BCPRC_lori",2,"GM3667-49",32.44047619,"2015","Lorica"
"201567BCPRC_lori",2,"GM3675-52",22.76785714,"2015","Lorica"
"201567BCPRC_lori",2,"GM3700-14",38.39285714,"2015","Lorica"
"201567BCPRC_lori",2,"GM4292-1",16.07142857,"2015","Lorica"
"201567BCPRC_lori",2,"GM4310-4",17.55952381,"2015","Lorica"
"201567BCPRC_lori",2,"GM4310-5",2.678571429,"2015","Lorica"
"201567BCPRC_lori",2,"GM4316-1",13.39285714,"2015","Lorica"
"201567BCPRC_lori",2,"SM3615-16",19.04761905,"2015","Lorica"
"201567BCPRC_lori",2,"SM3618-1",27.97619048,"2015","Lorica"
"201567BCPRC_lori",2,"SM3673-29",34.82142857,"2015","Lorica"
"201567BCPRC_lori",2,"SM3677-47",17.85714286,"2015","Lorica"
"201567BCPRC_lori",2,"SM3677-72",28.27380952,"2015","Lorica"
"201567BCPRC_lori",2,"SM3677-74",19.04761905,"2015","Lorica"
"201567BCPRC_lori",2,"SM3680-4",13.39285714,"2015","Lorica"
"201567BCPRC_lori",2,"SM3682-45",25,"2015","Lorica"
"201567BCPRC_lori",2,"SM3682-57",43.1547619,"2015","Lorica"
"201567BCPRC_lori",2,"SM3684-7",16.81547619,"2015","Lorica"
"201567BCPRC_lori",2,"SM3685-20",28.7202381,"2015","Lorica"
"201567BCPRC_lori",2,"SMB2446-2",40.17857143,"2015","Lorica"
"201567BCPRC_lori",2,"TAI8",43.89880952,"2015","Lorica"
"201568BCPRC_lori",1,"AM900-14",13.83928571,"2015","Lorica"
"201568BCPRC_lori",1,"AM907-57",17.26190476,"2015","Lorica"
"201568BCPRC_lori",1,"CG1141-1",37.79761905,"2015","Lorica"
"201568BCPRC_lori",1,"CM4919-1",41.36904762,"2015","Lorica"
"201568BCPRC_lori",1,"GM3426-5",47.61904762,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-18",40.32738095,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-32",30.20833333,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-34",40.32738095,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-42",56.99404762,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-48",35.56547619,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-49",27.97619048,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-54",65.625,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-58",19.49404762,"2015","Lorica"
"201568BCPRC_lori",1,"GM3518-66",30.20833333,"2015","Lorica"
