"Experiment","rep_number","accession_name","branch_number","year","plot_name","location"
"201755BCPRC_cere","1","GM3426-5",0,"2017","201755BCPRC_cere_rep1_GM3426-5_19","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM3518-42",2,"2017","201755BCPRC_cere_rep1_GM3518-42_16","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM3518-66",0,"2017","201755BCPRC_cere_rep1_GM3518-66_15","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM3518-68",1,"2017","201755BCPRC_cere_rep1_GM3518-68_20","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM3649-68",0,"2017","201755BCPRC_cere_rep1_GM3649-68_18","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM5146-16",2,"2017","201755BCPRC_cere_rep1_GM5146-16_5","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM5146-19",3,"2017","201755BCPRC_cere_rep1_GM5146-19_7","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM5177-3",0,"2017","201755BCPRC_cere_rep1_GM5177-3_14","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM5194-13",3,"2017","201755BCPRC_cere_rep1_GM5194-13_4","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","GM5257-5",1,"2017","201755BCPRC_cere_rep1_GM5257-5_8","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3536-44",2,"2017","201755BCPRC_cere_rep1_SM3536-44_17","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3694-54",2,"2017","201755BCPRC_cere_rep1_SM3694-54_13","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3695-82",1,"2017","201755BCPRC_cere_rep1_SM3695-82_9","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3757-81",0,"2017","201755BCPRC_cere_rep1_SM3757-81_2","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3761-103",1,"2017","201755BCPRC_cere_rep1_SM3761-103_10","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3761-110",0,"2017","201755BCPRC_cere_rep1_SM3761-110_1","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3762-15",1,"2017","201755BCPRC_cere_rep1_SM3762-15_3","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","SM3767-84",1,"2017","201755BCPRC_cere_rep1_SM3767-84_11","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","1","TAI8",0,"2017","201755BCPRC_cere_rep1_TAI8_21","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","CG1141-1",0,"2017","201755BCPRC_cere_rep2_CG1141-1_33","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","CM4919-1",0,"2017","201755BCPRC_cere_rep2_CM4919-1_39","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","COL2215",0,"2017","201755BCPRC_cere_rep2_COL2215_48","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM1556-4",1,"2017","201755BCPRC_cere_rep2_GM1556-4_41","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM3426-5",0,"2017","201755BCPRC_cere_rep2_GM3426-5_43","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM3518-42",2,"2017","201755BCPRC_cere_rep2_GM3518-42_26","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM3518-66",1,"2017","201755BCPRC_cere_rep2_GM3518-66_35","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM3518-68",0,"2017","201755BCPRC_cere_rep2_GM3518-68_38","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM3649-68",0,"2017","201755BCPRC_cere_rep2_GM3649-68_30","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM5146-16",3,"2017","201755BCPRC_cere_rep2_GM5146-16_32","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM5146-19",3,"2017","201755BCPRC_cere_rep2_GM5146-19_25","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM5177-3",0,"2017","201755BCPRC_cere_rep2_GM5177-3_34","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM5194-13",2,"2017","201755BCPRC_cere_rep2_GM5194-13_42","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","GM5257-5",3,"2017","201755BCPRC_cere_rep2_GM5257-5_40","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","SM3536-44",2,"2017","201755BCPRC_cere_rep2_SM3536-44_27","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","SM3757-81",0,"2017","201755BCPRC_cere_rep2_SM3757-81_45","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","SM3761-103",1,"2017","201755BCPRC_cere_rep2_SM3761-103_37","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","SM3761-110",0,"2017","201755BCPRC_cere_rep2_SM3761-110_44","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","SM3762-15",1,"2017","201755BCPRC_cere_rep2_SM3762-15_28","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","SM3767-84",3,"2017","201755BCPRC_cere_rep2_SM3767-84_29","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","2","TAI8",0,"2017","201755BCPRC_cere_rep2_TAI8_46","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","CG1141-1",0,"2017","201755BCPRC_cere_rep3_CG1141-1_52","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","CM4919-1",0,"2017","201755BCPRC_cere_rep3_CM4919-1_54","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","COL2215",0,"2017","201755BCPRC_cere_rep3_COL2215_63","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM1556-4",1,"2017","201755BCPRC_cere_rep3_GM1556-4_50","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM3426-5",0,"2017","201755BCPRC_cere_rep3_GM3426-5_67","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM3518-42",1,"2017","201755BCPRC_cere_rep3_GM3518-42_53","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM3518-66",0,"2017","201755BCPRC_cere_rep3_GM3518-66_66","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM3649-68",1,"2017","201755BCPRC_cere_rep3_GM3649-68_68","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM5146-16",1,"2017","201755BCPRC_cere_rep3_GM5146-16_59","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM5146-19",2,"2017","201755BCPRC_cere_rep3_GM5146-19_61","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM5177-3",0,"2017","201755BCPRC_cere_rep3_GM5177-3_51","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","GM5257-5",2,"2017","201755BCPRC_cere_rep3_GM5257-5_60","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","SM3761-103",2,"2017","201755BCPRC_cere_rep3_SM3761-103_69","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","SM3761-110",2,"2017","201755BCPRC_cere_rep3_SM3761-110_49","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","SM3762-15",0,"2017","201755BCPRC_cere_rep3_SM3762-15_62","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","SM3767-84",2,"2017","201755BCPRC_cere_rep3_SM3767-84_56","Cerete. Cordoba, Colombia"
"201755BCPRC_cere","3","TAI8",0,"2017","201755BCPRC_cere_rep3_TAI8_57","Cerete. Cordoba, Colombia"
"201759BCPRC_carm","1","CG1141-1",0,"2017","201759BCPRC_carm_rep1_CG1141-1_23","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","CM4919-1",0,"2017","201759BCPRC_carm_rep1_CM4919-1_22","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","COL2215",2,"2017","201759BCPRC_carm_rep1_COL2215_24","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM1556-4",1,"2017","201759BCPRC_carm_rep1_GM1556-4_12","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM3426-5",3,"2017","201759BCPRC_carm_rep1_GM3426-5_19","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM3518-42",2,"2017","201759BCPRC_carm_rep1_GM3518-42_16","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM3518-66",2,"2017","201759BCPRC_carm_rep1_GM3518-66_15","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM3518-68",2,"2017","201759BCPRC_carm_rep1_GM3518-68_20","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM3649-68",2,"2017","201759BCPRC_carm_rep1_GM3649-68_18","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM5146-16",3,"2017","201759BCPRC_carm_rep1_GM5146-16_5","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM5146-19",0,"2017","201759BCPRC_carm_rep1_GM5146-19_7","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM5177-3",1,"2017","201759BCPRC_carm_rep1_GM5177-3_14","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM5194-13",1,"2017","201759BCPRC_carm_rep1_GM5194-13_4","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM5194-5",2,"2017","201759BCPRC_carm_rep1_GM5194-5_6","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","GM5257-5",2,"2017","201759BCPRC_carm_rep1_GM5257-5_8","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3536-44",3,"2017","201759BCPRC_carm_rep1_SM3536-44_17","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3694-54",1,"2017","201759BCPRC_carm_rep1_SM3694-54_13","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3695-82",2,"2017","201759BCPRC_carm_rep1_SM3695-82_9","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3757-81",0,"2017","201759BCPRC_carm_rep1_SM3757-81_2","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3761-103",3,"2017","201759BCPRC_carm_rep1_SM3761-103_10","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3761-110",2,"2017","201759BCPRC_carm_rep1_SM3761-110_1","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3762-15",1,"2017","201759BCPRC_carm_rep1_SM3762-15_3","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","SM3767-84",3,"2017","201759BCPRC_carm_rep1_SM3767-84_11","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","1","TAI8",0,"2017","201759BCPRC_carm_rep1_TAI8_21","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","CG1141-1",0,"2017","201759BCPRC_carm_rep2_CG1141-1_33","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","CM4919-1",0,"2017","201759BCPRC_carm_rep2_CM4919-1_39","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","COL2215",2,"2017","201759BCPRC_carm_rep2_COL2215_48","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM1556-4",1,"2017","201759BCPRC_carm_rep2_GM1556-4_41","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM3426-5",2,"2017","201759BCPRC_carm_rep2_GM3426-5_43","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM3518-42",1,"2017","201759BCPRC_carm_rep2_GM3518-42_26","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM3518-66",2,"2017","201759BCPRC_carm_rep2_GM3518-66_35","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM3518-68",1,"2017","201759BCPRC_carm_rep2_GM3518-68_38","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM3649-68",1,"2017","201759BCPRC_carm_rep2_GM3649-68_30","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM5146-16",2,"2017","201759BCPRC_carm_rep2_GM5146-16_32","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM5146-19",2,"2017","201759BCPRC_carm_rep2_GM5146-19_25","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM5177-3",3,"2017","201759BCPRC_carm_rep2_GM5177-3_34","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM5194-13",2,"2017","201759BCPRC_carm_rep2_GM5194-13_42","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","GM5257-5",2,"2017","201759BCPRC_carm_rep2_GM5257-5_40","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","SM3536-44",3,"2017","201759BCPRC_carm_rep2_SM3536-44_27","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","SM3694-54",2,"2017","201759BCPRC_carm_rep2_SM3694-54_31","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","SM3695-82",2,"2017","201759BCPRC_carm_rep2_SM3695-82_36","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","SM3757-81",0,"2017","201759BCPRC_carm_rep2_SM3757-81_45","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","SM3761-103",3,"2017","201759BCPRC_carm_rep2_SM3761-103_37","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","SM3762-15",1,"2017","201759BCPRC_carm_rep2_SM3762-15_28","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","SM3767-84",2,"2017","201759BCPRC_carm_rep2_SM3767-84_29","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","2","TAI8",0,"2017","201759BCPRC_carm_rep2_TAI8_46","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","CG1141-1",1,"2017","201759BCPRC_carm_rep3_CG1141-1_53","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","CM4919-1",0,"2017","201759BCPRC_carm_rep3_CM4919-1_56","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","COL2215",3,"2017","201759BCPRC_carm_rep3_COL2215_65","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM1556-4",1,"2017","201759BCPRC_carm_rep3_GM1556-4_50","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM3426-5",2,"2017","201759BCPRC_carm_rep3_GM3426-5_69","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM3518-42",1,"2017","201759BCPRC_carm_rep3_GM3518-42_54","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM3518-66",2,"2017","201759BCPRC_carm_rep3_GM3518-66_68","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM3518-68",3,"2017","201759BCPRC_carm_rep3_GM3518-68_52","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM3649-68",1,"2017","201759BCPRC_carm_rep3_GM3649-68_70","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM5146-16",3,"2017","201759BCPRC_carm_rep3_GM5146-16_61","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM5146-19",0,"2017","201759BCPRC_carm_rep3_GM5146-19_63","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM5177-3",2,"2017","201759BCPRC_carm_rep3_GM5177-3_51","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM5194-13",3,"2017","201759BCPRC_carm_rep3_GM5194-13_57","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","GM5257-5",2,"2017","201759BCPRC_carm_rep3_GM5257-5_62","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3536-44",4,"2017","201759BCPRC_carm_rep3_SM3536-44_55","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3694-54",3,"2017","201759BCPRC_carm_rep3_SM3694-54_72","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3695-82",2,"2017","201759BCPRC_carm_rep3_SM3695-82_66","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3757-81",0,"2017","201759BCPRC_carm_rep3_SM3757-81_60","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3761-103",3,"2017","201759BCPRC_carm_rep3_SM3761-103_71","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3761-110",1,"2017","201759BCPRC_carm_rep3_SM3761-110_49","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3762-15",1,"2017","201759BCPRC_carm_rep3_SM3762-15_64","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","SM3767-84",3,"2017","201759BCPRC_carm_rep3_SM3767-84_58","El Carmen. Bolivar, Colombia"
"201759BCPRC_carm","3","TAI8",0,"2017","201759BCPRC_carm_rep3_TAI8_59","El Carmen. Bolivar, Colombia"
"201761BCPRC_sevi","1","CM4919-1",1,"2017","201761BCPRC_sevi_rep1_CM4919-1_22","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","COL2215",4,"2017","201761BCPRC_sevi_rep1_COL2215_24","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM1556-4",2,"2017","201761BCPRC_sevi_rep1_GM1556-4_12","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM3426-5",3,"2017","201761BCPRC_sevi_rep1_GM3426-5_19","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM3518-42",3,"2017","201761BCPRC_sevi_rep1_GM3518-42_16","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM3518-66",2,"2017","201761BCPRC_sevi_rep1_GM3518-66_15","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM3518-68",3,"2017","201761BCPRC_sevi_rep1_GM3518-68_20","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM3649-68",3,"2017","201761BCPRC_sevi_rep1_GM3649-68_18","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM5146-16",4,"2017","201761BCPRC_sevi_rep1_GM5146-16_5","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM5146-19",4,"2017","201761BCPRC_sevi_rep1_GM5146-19_7","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM5177-3",4,"2017","201761BCPRC_sevi_rep1_GM5177-3_14","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM5194-13",4,"2017","201761BCPRC_sevi_rep1_GM5194-13_4","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM5194-5",4,"2017","201761BCPRC_sevi_rep1_GM5194-5_6","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","GM5257-5",3,"2017","201761BCPRC_sevi_rep1_GM5257-5_8","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3536-44",4,"2017","201761BCPRC_sevi_rep1_SM3536-44_17","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3694-54",4,"2017","201761BCPRC_sevi_rep1_SM3694-54_13","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3695-82",3,"2017","201761BCPRC_sevi_rep1_SM3695-82_9","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3757-81",1,"2017","201761BCPRC_sevi_rep1_SM3757-81_2","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3761-103",4,"2017","201761BCPRC_sevi_rep1_SM3761-103_10","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3761-110",4,"2017","201761BCPRC_sevi_rep1_SM3761-110_1","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3762-15",3,"2017","201761BCPRC_sevi_rep1_SM3762-15_3","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","SM3767-84",4,"2017","201761BCPRC_sevi_rep1_SM3767-84_11","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","1","TAI8",1,"2017","201761BCPRC_sevi_rep1_TAI8_21","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","CG1141-1",1,"2017","201761BCPRC_sevi_rep2_CG1141-1_33","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","CM4919-1",2,"2017","201761BCPRC_sevi_rep2_CM4919-1_39","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","COL2215",4,"2017","201761BCPRC_sevi_rep2_COL2215_48","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM1556-4",2,"2017","201761BCPRC_sevi_rep2_GM1556-4_41","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM3426-5",4,"2017","201761BCPRC_sevi_rep2_GM3426-5_43","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM3518-42",2,"2017","201761BCPRC_sevi_rep2_GM3518-42_26","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM3518-66",2,"2017","201761BCPRC_sevi_rep2_GM3518-66_35","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM3518-68",4,"2017","201761BCPRC_sevi_rep2_GM3518-68_38","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM3649-68",3,"2017","201761BCPRC_sevi_rep2_GM3649-68_30","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM5146-16",4,"2017","201761BCPRC_sevi_rep2_GM5146-16_32","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM5146-19",3,"2017","201761BCPRC_sevi_rep2_GM5146-19_25","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM5177-3",4,"2017","201761BCPRC_sevi_rep2_GM5177-3_34","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM5194-13",5,"2017","201761BCPRC_sevi_rep2_GM5194-13_42","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","GM5257-5",3,"2017","201761BCPRC_sevi_rep2_GM5257-5_40","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3536-44",3,"2017","201761BCPRC_sevi_rep2_SM3536-44_27","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3694-54",3,"2017","201761BCPRC_sevi_rep2_SM3694-54_31","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3695-82",4,"2017","201761BCPRC_sevi_rep2_SM3695-82_36","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3757-81",1,"2017","201761BCPRC_sevi_rep2_SM3757-81_45","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3761-103",4,"2017","201761BCPRC_sevi_rep2_SM3761-103_37","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3761-110",4,"2017","201761BCPRC_sevi_rep2_SM3761-110_44","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3762-15",4,"2017","201761BCPRC_sevi_rep2_SM3762-15_28","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","SM3767-84",4,"2017","201761BCPRC_sevi_rep2_SM3767-84_29","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","2","TAI8",1,"2017","201761BCPRC_sevi_rep2_TAI8_46","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","CM4919-1",2,"2017","201761BCPRC_sevi_rep3_CM4919-1_56","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","COL2215",5,"2017","201761BCPRC_sevi_rep3_COL2215_65","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM1556-4",3,"2017","201761BCPRC_sevi_rep3_GM1556-4_50","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM3426-5",2,"2017","201761BCPRC_sevi_rep3_GM3426-5_69","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM3518-42",2,"2017","201761BCPRC_sevi_rep3_GM3518-42_54","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM3518-66",4,"2017","201761BCPRC_sevi_rep3_GM3518-66_68","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM3518-68",2,"2017","201761BCPRC_sevi_rep3_GM3518-68_52","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM3649-68",2,"2017","201761BCPRC_sevi_rep3_GM3649-68_70","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM5146-16",1,"2017","201761BCPRC_sevi_rep3_GM5146-16_61","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM5146-19",5,"2017","201761BCPRC_sevi_rep3_GM5146-19_63","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM5177-3",3,"2017","201761BCPRC_sevi_rep3_GM5177-3_51","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM5194-13",4,"2017","201761BCPRC_sevi_rep3_GM5194-13_57","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM5194-5",4,"2017","201761BCPRC_sevi_rep3_GM5194-5_67","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","GM5257-5",4,"2017","201761BCPRC_sevi_rep3_GM5257-5_62","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","SM3536-44",4,"2017","201761BCPRC_sevi_rep3_SM3536-44_55","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","SM3694-54",4,"2017","201761BCPRC_sevi_rep3_SM3694-54_72","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","SM3695-82",4,"2017","201761BCPRC_sevi_rep3_SM3695-82_66","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","SM3761-103",1,"2017","201761BCPRC_sevi_rep3_SM3761-103_71","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","SM3761-110",3,"2017","201761BCPRC_sevi_rep3_SM3761-110_49","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","SM3762-15",3,"2017","201761BCPRC_sevi_rep3_SM3762-15_64","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","SM3767-84",4,"2017","201761BCPRC_sevi_rep3_SM3767-84_58","Sevilla, Magdalena, Colombia"
"201761BCPRC_sevi","3","TAI8",2,"2017","201761BCPRC_sevi_rep3_TAI8_59","Sevilla, Magdalena, Colombia"
"201846BCEAR_pita","1","CG1141-1",0,"2018","201846BCEAR_pita_rep1_CG1141-1_38","Pitalito. Atlantico, Colombia"
"201846BCEAR_pita","1","CM4919-1",0,"2018","201846BCEAR_pita_rep1_CM4919-1_37","Pitalito. Atlantico, Colombia"
"201846BCEAR_pita","1","GM8959-42",1,"2018","201846BCEAR_pita_rep1_GM8959-42_1","Pitalito. Atlantico, Colombia"
"201846BCEAR_pita","1","GM8959-6",2,"2018","201846BCEAR_pita_rep1_GM8959-6_5","Pitalito. Atlantico, Colombia"
"201846BCEAR_pita","1","GM8959-64",3,"2018","201846BCEAR_pita_rep1_GM8959-64_14","Pitalito. Atlantico, Colombia"
"201846BCEAR_pita","1","GM8962-5",5,"2018","201846BCEAR_pita_rep1_GM8962-5_3","Pitalito. Atlantico, Colombia"
"201846BCEAR_pita","1","GM9295-1",5,"2018","201846BCEAR_pita_rep1_GM9295-1_28","Pitalito. Atlantico, Colombia"
"201846BCEAR_pita","1","GM9296-1",2,"2018","201846BCEAR_pita_rep1_GM9296-1_25","Pitalito. Atlantico, Colombia"
