"Experiment","rep_number","accession_name","DM_gravity","year","plot_name","location"
"201734BCEPR_sgra","1","GM9033-32",23.16923442,"2017","201734BCEPR_sgra_rep1_GM9033-32_35","Sabanagrande"
"201734BCEPR_sgra","1","GM9033-50",19.14074074,"2017","201734BCEPR_sgra_rep1_GM9033-50_36","Sabanagrande"
"201734BCEPR_sgra","1","GM9046-20",17.86627571,"2017","201734BCEPR_sgra_rep1_GM9046-20_37","Sabanagrande"
"201734BCEPR_sgra","1","GM9046-45",22.88454412,"2017","201734BCEPR_sgra_rep1_GM9046-45_38","Sabanagrande"
"201734BCEPR_sgra","1","GM9046-47",24.5005145,"2017","201734BCEPR_sgra_rep1_GM9046-47_39","Sabanagrande"
"201734BCEPR_sgra","1","GM9054-51",19.96185345,"2017","201734BCEPR_sgra_rep1_GM9054-51_40","Sabanagrande"
"201734BCEPR_sgra","1","GM9191-15",23.10904888,"2017","201734BCEPR_sgra_rep1_GM9191-15_41","Sabanagrande"
"201734BCEPR_sgra","1","GM9241-58",18.49013525,"2017","201734BCEPR_sgra_rep1_GM9241-58_42","Sabanagrande"
"201734BCEPR_sgra","1","SM3956-12",19.18667712,"2017","201734BCEPR_sgra_rep1_SM3956-12_43","Sabanagrande"
"201734BCEPR_sgra","1","SM3958-114",22.89831525,"2017","201734BCEPR_sgra_rep1_SM3958-114_47","Sabanagrande"
"201734BCEPR_sgra","1","SM3958-13",20.89465894,"2017","201734BCEPR_sgra_rep1_SM3958-13_44","Sabanagrande"
"201734BCEPR_sgra","1","SM3958-132",20.13140104,"2017","201734BCEPR_sgra_rep1_SM3958-132_48","Sabanagrande"
"201734BCEPR_sgra","1","SM3958-43",19.86742898,"2017","201734BCEPR_sgra_rep1_SM3958-43_45","Sabanagrande"
"201734BCEPR_sgra","1","SM3958-50",24.50369416,"2017","201734BCEPR_sgra_rep1_SM3958-50_46","Sabanagrande"
"201734BCEPR_sgra","1","SM3960-71",23.34015327,"2017","201734BCEPR_sgra_rep1_SM3960-71_49","Sabanagrande"
"201734BCEPR_sgra","1","SMB2446-2",34.86666667,"2017","201734BCEPR_sgra_rep1_SMB2446-2_55","Sabanagrande"
"201734BCEPR_sgra","1","TAI8",29.35752202,"2017","201734BCEPR_sgra_rep1_TAI8_53","Sabanagrande"
"201734BCEPR_sgra","2","AM1428-30",25.32250294,"2017","201734BCEPR_sgra_rep2_AM1428-30_107","Sabanagrande"
"201734BCEPR_sgra","2","AM1432-2",27.29435798,"2017","201734BCEPR_sgra_rep2_AM1432-2_86","Sabanagrande"
"201734BCEPR_sgra","2","AM1432-7",22.47630627,"2017","201734BCEPR_sgra_rep2_AM1432-7_67","Sabanagrande"
"201734BCEPR_sgra","2","CG1141-1",31.15220066,"2017","201734BCEPR_sgra_rep2_CG1141-1_95","Sabanagrande"
"201734BCEPR_sgra","2","CM4919-1",27.97148635,"2017","201734BCEPR_sgra_rep2_CM4919-1_59","Sabanagrande"
"201734BCEPR_sgra","2","GM8951-2",19.67345813,"2017","201734BCEPR_sgra_rep2_GM8951-2_66","Sabanagrande"
"201734BCEPR_sgra","2","GM8953-17",21.00680331,"2017","201734BCEPR_sgra_rep2_GM8953-17_106","Sabanagrande"
"201734BCEPR_sgra","2","GM8953-28",21.37785375,"2017","201734BCEPR_sgra_rep2_GM8953-28_112","Sabanagrande"
"201734BCEPR_sgra","2","GM8953-5",21.43397055,"2017","201734BCEPR_sgra_rep2_GM8953-5_94","Sabanagrande"
"201734BCEPR_sgra","2","GM8956-1",21.23088728,"2017","201734BCEPR_sgra_rep2_GM8956-1_69","Sabanagrande"
"201734BCEPR_sgra","2","GM8957-46",17.91396396,"2017","201734BCEPR_sgra_rep2_GM8957-46_72","Sabanagrande"
"201734BCEPR_sgra","2","GM8958-10",20.69353037,"2017","201734BCEPR_sgra_rep2_GM8958-10_80","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-12",24.77005963,"2017","201734BCEPR_sgra_rep2_GM8959-12_102","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-15",17.89017967,"2017","201734BCEPR_sgra_rep2_GM8959-15_97","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-21",19.82845969,"2017","201734BCEPR_sgra_rep2_GM8959-21_110","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-35",22.71303667,"2017","201734BCEPR_sgra_rep2_GM8959-35_87","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-40",28.58072776,"2017","201734BCEPR_sgra_rep2_GM8959-40_99","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-58",17.4351842,"2017","201734BCEPR_sgra_rep2_GM8959-58_58","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-64",24.5125,"2017","201734BCEPR_sgra_rep2_GM8959-64_78","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-65",21.48397055,"2017","201734BCEPR_sgra_rep2_GM8959-65_73","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-68",17.62104646,"2017","201734BCEPR_sgra_rep2_GM8959-68_105","Sabanagrande"
"201734BCEPR_sgra","2","GM8959-73",17.60846834,"2017","201734BCEPR_sgra_rep2_GM8959-73_83","Sabanagrande"
"201734BCEPR_sgra","2","GM8961-6",20.51240346,"2017","201734BCEPR_sgra_rep2_GM8961-6_91","Sabanagrande"
"201734BCEPR_sgra","2","GM8964-32",19.30593501,"2017","201734BCEPR_sgra_rep2_GM8964-32_109","Sabanagrande"
"201734BCEPR_sgra","2","GM8967-12",17.25270864,"2017","201734BCEPR_sgra_rep2_GM8967-12_84","Sabanagrande"
"201734BCEPR_sgra","2","GM8967-47",20.22255779,"2017","201734BCEPR_sgra_rep2_GM8967-47_74","Sabanagrande"
"201734BCEPR_sgra","2","GM8969-2",21.14567404,"2017","201734BCEPR_sgra_rep2_GM8969-2_90","Sabanagrande"
"201734BCEPR_sgra","2","GM8970-10",23.70783085,"2017","201734BCEPR_sgra_rep2_GM8970-10_89","Sabanagrande"
"201734BCEPR_sgra","2","GM8978-15",20.70373134,"2017","201734BCEPR_sgra_rep2_GM8978-15_57","Sabanagrande"
"201734BCEPR_sgra","2","GM8985-41",17.53066759,"2017","201734BCEPR_sgra_rep2_GM8985-41_60","Sabanagrande"
"201734BCEPR_sgra","2","GM8998-3",20.0431461,"2017","201734BCEPR_sgra_rep2_GM8998-3_111","Sabanagrande"
"201734BCEPR_sgra","2","GM9009-6",22.6525069,"2017","201734BCEPR_sgra_rep2_GM9009-6_61","Sabanagrande"
"201734BCEPR_sgra","2","GM9013-2",22.94304971,"2017","201734BCEPR_sgra_rep2_GM9013-2_85","Sabanagrande"
"201734BCEPR_sgra","2","GM9016-3",20.15377814,"2017","201734BCEPR_sgra_rep2_GM9016-3_71","Sabanagrande"
"201734BCEPR_sgra","2","GM9019-7",25.98370349,"2017","201734BCEPR_sgra_rep2_GM9019-7_68","Sabanagrande"
"201734BCEPR_sgra","2","GM9026-2",23.48587935,"2017","201734BCEPR_sgra_rep2_GM9026-2_98","Sabanagrande"
"201734BCEPR_sgra","2","GM9029-29",19.38488609,"2017","201734BCEPR_sgra_rep2_GM9029-29_79","Sabanagrande"
"201734BCEPR_sgra","2","GM9031-8",17.48629032,"2017","201734BCEPR_sgra_rep2_GM9031-8_93","Sabanagrande"
"201734BCEPR_sgra","2","GM9032-9",19.04840039,"2017","201734BCEPR_sgra_rep2_GM9032-9_96","Sabanagrande"
"201734BCEPR_sgra","2","GM9033-32",21.82869822,"2017","201734BCEPR_sgra_rep2_GM9033-32_76","Sabanagrande"
"201734BCEPR_sgra","2","GM9046-20",18.21329114,"2017","201734BCEPR_sgra_rep2_GM9046-20_77","Sabanagrande"
"201734BCEPR_sgra","2","GM9046-45",21.12354032,"2017","201734BCEPR_sgra_rep2_GM9046-45_103","Sabanagrande"
"201734BCEPR_sgra","2","GM9046-47",23.09698046,"2017","201734BCEPR_sgra_rep2_GM9046-47_100","Sabanagrande"
"201734BCEPR_sgra","2","GM9054-51",21.09793823,"2017","201734BCEPR_sgra_rep2_GM9054-51_62","Sabanagrande"
"201734BCEPR_sgra","2","GM9191-15",23.38987428,"2017","201734BCEPR_sgra_rep2_GM9191-15_82","Sabanagrande"
"201734BCEPR_sgra","2","GM9241-58",22.51545534,"2017","201734BCEPR_sgra_rep2_GM9241-58_70","Sabanagrande"
"201734BCEPR_sgra","2","SM3956-12",19.82096774,"2017","201734BCEPR_sgra_rep2_SM3956-12_92","Sabanagrande"
"201734BCEPR_sgra","2","SM3958-114",24.00977742,"2017","201734BCEPR_sgra_rep2_SM3958-114_101","Sabanagrande"
"201734BCEPR_sgra","2","SM3958-13",21.10463918,"2017","201734BCEPR_sgra_rep2_SM3958-13_75","Sabanagrande"
"201734BCEPR_sgra","2","SM3958-132",22.13417112,"2017","201734BCEPR_sgra_rep2_SM3958-132_65","Sabanagrande"
"201734BCEPR_sgra","2","SM3958-43",21.62961388,"2017","201734BCEPR_sgra_rep2_SM3958-43_88","Sabanagrande"
"201734BCEPR_sgra","2","SM3958-50",25.19059062,"2017","201734BCEPR_sgra_rep2_SM3958-50_81","Sabanagrande"
"201734BCEPR_sgra","2","SM3960-71",23.98837429,"2017","201734BCEPR_sgra_rep2_SM3960-71_63","Sabanagrande"
"201734BCEPR_sgra","2","SMB2446-2",33.60403357,"2017","201734BCEPR_sgra_rep2_SMB2446-2_108","Sabanagrande"
"201734BCEPR_sgra","2","TAI8",32.06309932,"2017","201734BCEPR_sgra_rep2_TAI8_104","Sabanagrande"
"201739CQEAR_sgra","1","CG1141-1",33.56029738,"2017","201739CQEAR_sgra_rep1_CG1141-1_25","Sabanagrande"
"201739CQEAR_sgra","1","CM4919-1",32.24859739,"2017","201739CQEAR_sgra_rep1_CM4919-1_23","Sabanagrande"
"201739CQEAR_sgra","1","GM3727-3",29.83503311,"2017","201739CQEAR_sgra_rep1_GM3727-3_12","Sabanagrande"
"201739CQEAR_sgra","1","GM4395-27",32.21672104,"2017","201739CQEAR_sgra_rep1_GM4395-27_9","Sabanagrande"
"201739CQEAR_sgra","1","GM4512-5",31.96273148,"2017","201739CQEAR_sgra_rep1_GM4512-5_10","Sabanagrande"
"201739CQEAR_sgra","1","GM4514-13",29.19616772,"2017","201739CQEAR_sgra_rep1_GM4514-13_11","Sabanagrande"
"201739CQEAR_sgra","1","GM5204-11",30.55461669,"2017","201739CQEAR_sgra_rep1_GM5204-11_13","Sabanagrande"
"201739CQEAR_sgra","1","GM5249-2",32.14506126,"2017","201739CQEAR_sgra_rep1_GM5249-2_14","Sabanagrande"
"201739CQEAR_sgra","1","GM5260-3",29.83334674,"2017","201739CQEAR_sgra_rep1_GM5260-3_15","Sabanagrande"
"201739CQEAR_sgra","1","GM5270-23",29.7877193,"2017","201739CQEAR_sgra_rep1_GM5270-23_21","Sabanagrande"
"201739CQEAR_sgra","1","GM6128-5",30.88956495,"2017","201739CQEAR_sgra_rep1_GM6128-5_1","Sabanagrande"
"201739CQEAR_sgra","1","GM6146-14",31.18542229,"2017","201739CQEAR_sgra_rep1_GM6146-14_2","Sabanagrande"
"201739CQEAR_sgra","1","GM6168-1",24.3974133,"2017","201739CQEAR_sgra_rep1_GM6168-1_3","Sabanagrande"
"201739CQEAR_sgra","1","GM6172-6",29.25340659,"2017","201739CQEAR_sgra_rep1_GM6172-6_4","Sabanagrande"
"201739CQEAR_sgra","1","GM8407-21",27.50217484,"2017","201739CQEAR_sgra_rep1_GM8407-21_5","Sabanagrande"
"201739CQEAR_sgra","1","GM8413-18",29.27341001,"2017","201739CQEAR_sgra_rep1_GM8413-18_6","Sabanagrande"
"201739CQEAR_sgra","1","SM3879-75",30.68700624,"2017","201739CQEAR_sgra_rep1_SM3879-75_16","Sabanagrande"
"201739CQEAR_sgra","1","SM3882-76",26.77403887,"2017","201739CQEAR_sgra_rep1_SM3882-76_17","Sabanagrande"
"201739CQEAR_sgra","1","SM3885-50",28.40274597,"2017","201739CQEAR_sgra_rep1_SM3885-50_18","Sabanagrande"
"201739CQEAR_sgra","1","SM3885-63",28.66826984,"2017","201739CQEAR_sgra_rep1_SM3885-63_19","Sabanagrande"
"201739CQEAR_sgra","1","SM3887-74",23.98251095,"2017","201739CQEAR_sgra_rep1_SM3887-74_20","Sabanagrande"
"201739CQEAR_sgra","1","SM3892-47",28.56829837,"2017","201739CQEAR_sgra_rep1_SM3892-47_7","Sabanagrande"
"201739CQEAR_sgra","1","SM3893-10",29.9383563,"2017","201739CQEAR_sgra_rep1_SM3893-10_8","Sabanagrande"
"201739CQEAR_sgra","1","SMB2446-2",34.89087293,"2017","201739CQEAR_sgra_rep1_SMB2446-2_24","Sabanagrande"
"201739CQEAR_sgra","1","TAI8",33.79444444,"2017","201739CQEAR_sgra_rep1_TAI8_22","Sabanagrande"
"201739CQEAR_sgra","2","CG1141-1",33.70700315,"2017","201739CQEAR_sgra_rep2_CG1141-1_32","Sabanagrande"
"201739CQEAR_sgra","2","CM4919-1",31.82534333,"2017","201739CQEAR_sgra_rep2_CM4919-1_48","Sabanagrande"
"201739CQEAR_sgra","2","GM3727-3",28.34548319,"2017","201739CQEAR_sgra_rep2_GM3727-3_45","Sabanagrande"
"201739CQEAR_sgra","2","GM4395-27",30.20370834,"2017","201739CQEAR_sgra_rep2_GM4395-27_36","Sabanagrande"
"201739CQEAR_sgra","2","GM4512-5",30.8539019,"2017","201739CQEAR_sgra_rep2_GM4512-5_27","Sabanagrande"
"201739CQEAR_sgra","2","GM4514-13",28.65494085,"2017","201739CQEAR_sgra_rep2_GM4514-13_38","Sabanagrande"
"201739CQEAR_sgra","2","GM5204-11",31.83269101,"2017","201739CQEAR_sgra_rep2_GM5204-11_47","Sabanagrande"
"201739CQEAR_sgra","2","GM5249-2",30.26174487,"2017","201739CQEAR_sgra_rep2_GM5249-2_28","Sabanagrande"
"201739CQEAR_sgra","2","GM5260-3",32.76611436,"2017","201739CQEAR_sgra_rep2_GM5260-3_42","Sabanagrande"
"201739CQEAR_sgra","2","GM5270-23",28.38973863,"2017","201739CQEAR_sgra_rep2_GM5270-23_29","Sabanagrande"
"201739CQEAR_sgra","2","GM6128-5",29.45008919,"2017","201739CQEAR_sgra_rep2_GM6128-5_46","Sabanagrande"
"201739CQEAR_sgra","2","GM6146-14",31.52744853,"2017","201739CQEAR_sgra_rep2_GM6146-14_30","Sabanagrande"
"201739CQEAR_sgra","2","GM6168-1",26.25049082,"2017","201739CQEAR_sgra_rep2_GM6168-1_49","Sabanagrande"
"201739CQEAR_sgra","2","GM6172-6",31.14720265,"2017","201739CQEAR_sgra_rep2_GM6172-6_34","Sabanagrande"
"201739CQEAR_sgra","2","GM8407-21",27.36155685,"2017","201739CQEAR_sgra_rep2_GM8407-21_43","Sabanagrande"
"201739CQEAR_sgra","2","SM3879-75",29.64892095,"2017","201739CQEAR_sgra_rep2_SM3879-75_39","Sabanagrande"
"201739CQEAR_sgra","2","SM3882-76",27.05055333,"2017","201739CQEAR_sgra_rep2_SM3882-76_40","Sabanagrande"
"201739CQEAR_sgra","2","SM3885-50",27.93056465,"2017","201739CQEAR_sgra_rep2_SM3885-50_50","Sabanagrande"
"201739CQEAR_sgra","2","SM3885-63",27.0101535,"2017","201739CQEAR_sgra_rep2_SM3885-63_26","Sabanagrande"
"201739CQEAR_sgra","2","SM3887-74",23.73961152,"2017","201739CQEAR_sgra_rep2_SM3887-74_37","Sabanagrande"
"201739CQEAR_sgra","2","SM3892-47",31.13270343,"2017","201739CQEAR_sgra_rep2_SM3892-47_44","Sabanagrande"
"201739CQEAR_sgra","2","SM3893-10",29.48383306,"2017","201739CQEAR_sgra_rep2_SM3893-10_35","Sabanagrande"
"201739CQEAR_sgra","2","SMB2446-2",36.35336134,"2017","201739CQEAR_sgra_rep2_SMB2446-2_31","Sabanagrande"
"201739CQEAR_sgra","2","TAI8",32.75491599,"2017","201739CQEAR_sgra_rep2_TAI8_33","Sabanagrande"
"201739CQEAR_sgra","3","CG1141-1",33.16458808,"2017","201739CQEAR_sgra_rep3_CG1141-1_65","Sabanagrande"
"201739CQEAR_sgra","3","CM4919-1",34.03524478,"2017","201739CQEAR_sgra_rep3_CM4919-1_60","Sabanagrande"
"201739CQEAR_sgra","3","GM3727-3",28.34548319,"2017","201739CQEAR_sgra_rep3_GM3727-3_55","Sabanagrande"
"201739CQEAR_sgra","3","GM4395-27",31.09074512,"2017","201739CQEAR_sgra_rep3_GM4395-27_73","Sabanagrande"
"201739CQEAR_sgra","3","GM4512-5",29.84820467,"2017","201739CQEAR_sgra_rep3_GM4512-5_53","Sabanagrande"
"201739CQEAR_sgra","3","GM4514-13",30.53275581,"2017","201739CQEAR_sgra_rep3_GM4514-13_74","Sabanagrande"
"201739CQEAR_sgra","3","GM5204-11",31.83024171,"2017","201739CQEAR_sgra_rep3_GM5204-11_75","Sabanagrande"
"201739CQEAR_sgra","3","GM5249-2",31.07665596,"2017","201739CQEAR_sgra_rep3_GM5249-2_70","Sabanagrande"
"201739CQEAR_sgra","3","GM5260-3",31.7152027,"2017","201739CQEAR_sgra_rep3_GM5260-3_57","Sabanagrande"
"201739CQEAR_sgra","3","GM5270-23",29.19336022,"2017","201739CQEAR_sgra_rep3_GM5270-23_71","Sabanagrande"
"201739CQEAR_sgra","3","GM6128-5",32.65854223,"2017","201739CQEAR_sgra_rep3_GM6128-5_59","Sabanagrande"
"201739CQEAR_sgra","3","GM6146-14",30.52754443,"2017","201739CQEAR_sgra_rep3_GM6146-14_64","Sabanagrande"
"201739CQEAR_sgra","3","GM6168-1",25.90496117,"2017","201739CQEAR_sgra_rep3_GM6168-1_69","Sabanagrande"
"201739CQEAR_sgra","3","GM6172-6",30.88956495,"2017","201739CQEAR_sgra_rep3_GM6172-6_58","Sabanagrande"
"201739CQEAR_sgra","3","GM8407-21",28.04111661,"2017","201739CQEAR_sgra_rep3_GM8407-21_51","Sabanagrande"
"201739CQEAR_sgra","3","GM8413-18",32.56410118,"2017","201739CQEAR_sgra_rep3_GM8413-18_52","Sabanagrande"
"201739CQEAR_sgra","3","SM3879-75",28.80647756,"2017","201739CQEAR_sgra_rep3_SM3879-75_61","Sabanagrande"
"201739CQEAR_sgra","3","SM3882-76",27.03119658,"2017","201739CQEAR_sgra_rep3_SM3882-76_63","Sabanagrande"
"201739CQEAR_sgra","3","SM3885-50",27.88517598,"2017","201739CQEAR_sgra_rep3_SM3885-50_68","Sabanagrande"
"201739CQEAR_sgra","3","SM3885-63",27.85598291,"2017","201739CQEAR_sgra_rep3_SM3885-63_67","Sabanagrande"
"201739CQEAR_sgra","3","SM3887-74",23.13787955,"2017","201739CQEAR_sgra_rep3_SM3887-74_54","Sabanagrande"
"201739CQEAR_sgra","3","SM3892-47",29.93805561,"2017","201739CQEAR_sgra_rep3_SM3892-47_62","Sabanagrande"
"201739CQEAR_sgra","3","SM3893-10",27.3194903,"2017","201739CQEAR_sgra_rep3_SM3893-10_66","Sabanagrande"
"201739CQEAR_sgra","3","SMB2446-2",36.07443724,"2017","201739CQEAR_sgra_rep3_SMB2446-2_56","Sabanagrande"
"201739CQEAR_sgra","3","TAI8",34.02804716,"2017","201739CQEAR_sgra_rep3_TAI8_72","Sabanagrande"
"201740BCEAR_sgra","1","CG1141-1",31.29766734,"2017","201740BCEAR_sgra_rep1_CG1141-1_16","Sabanagrande"
"201740BCEAR_sgra","1","CM4919-1",31.91470351,"2017","201740BCEAR_sgra_rep1_CM4919-1_15","Sabanagrande"
"201740BCEAR_sgra","1","GM8437-30",26.49100106,"2017","201740BCEAR_sgra_rep1_GM8437-30_4","Sabanagrande"
"201740BCEAR_sgra","1","GM8461-15",29.97173913,"2017","201740BCEAR_sgra_rep1_GM8461-15_2","Sabanagrande"
"201740BCEAR_sgra","1","GM8503-99",29.15967742,"2017","201740BCEAR_sgra_rep1_GM8503-99_3","Sabanagrande"
"201740BCEAR_sgra","1","GM8527-12",29.55722892,"2017","201740BCEAR_sgra_rep1_GM8527-12_1","Sabanagrande"
"201740BCEAR_sgra","1","GM8536-2",29.68592939,"2017","201740BCEAR_sgra_rep1_GM8536-2_9","Sabanagrande"
"201740BCEAR_sgra","1","GM8540-4",32.70005019,"2017","201740BCEAR_sgra_rep1_GM8540-4_5","Sabanagrande"
"201740BCEAR_sgra","1","GM8560-13",33.83063388,"2017","201740BCEAR_sgra_rep1_GM8560-13_8","Sabanagrande"
"201740BCEAR_sgra","1","SM3939-141",25.90330503,"2017","201740BCEAR_sgra_rep1_SM3939-141_6","Sabanagrande"
"201740BCEAR_sgra","1","SM3940-187",29.68767398,"2017","201740BCEAR_sgra_rep1_SM3940-187_7","Sabanagrande"
"201740BCEAR_sgra","1","SM3943-80",31.34243028,"2017","201740BCEAR_sgra_rep1_SM3943-80_12","Sabanagrande"
"201740BCEAR_sgra","1","SM3945-2",30.62267911,"2017","201740BCEAR_sgra_rep1_SM3945-2_11","Sabanagrande"
"201740BCEAR_sgra","1","SM3951-1",33.95741427,"2017","201740BCEAR_sgra_rep1_SM3951-1_10","Sabanagrande"
"201740BCEAR_sgra","1","SM3954-140",30.09859882,"2017","201740BCEAR_sgra_rep1_SM3954-140_13","Sabanagrande"
"201740BCEAR_sgra","1","TAI8",34.20761278,"2017","201740BCEAR_sgra_rep1_TAI8_14","Sabanagrande"
"201740BCEAR_sgra","2","CG1141-1",33.26168339,"2017","201740BCEAR_sgra_rep2_CG1141-1_25","Sabanagrande"
"201740BCEAR_sgra","2","CM4919-1",33.82450846,"2017","201740BCEAR_sgra_rep2_CM4919-1_24","Sabanagrande"
"201740BCEAR_sgra","2","GM8437-30",27.50427661,"2017","201740BCEAR_sgra_rep2_GM8437-30_26","Sabanagrande"
"201740BCEAR_sgra","2","GM8461-15",28.8469685,"2017","201740BCEAR_sgra_rep2_GM8461-15_23","Sabanagrande"
"201740BCEAR_sgra","2","GM8503-99",30.10660525,"2017","201740BCEAR_sgra_rep2_GM8503-99_18","Sabanagrande"
"201740BCEAR_sgra","2","GM8527-12",29.54259259,"2017","201740BCEAR_sgra_rep2_GM8527-12_32","Sabanagrande"
"201740BCEAR_sgra","2","GM8536-2",28.77806476,"2017","201740BCEAR_sgra_rep2_GM8536-2_28","Sabanagrande"
"201740BCEAR_sgra","2","GM8540-4",29.24765484,"2017","201740BCEAR_sgra_rep2_GM8540-4_31","Sabanagrande"
"201740BCEAR_sgra","2","GM8560-13",36.371646,"2017","201740BCEAR_sgra_rep2_GM8560-13_21","Sabanagrande"
"201740BCEAR_sgra","2","SM3939-141",25.59830508,"2017","201740BCEAR_sgra_rep2_SM3939-141_30","Sabanagrande"
"201740BCEAR_sgra","2","SM3940-187",29.80383114,"2017","201740BCEAR_sgra_rep2_SM3940-187_29","Sabanagrande"
"201740BCEAR_sgra","2","SM3943-80",30.61337188,"2017","201740BCEAR_sgra_rep2_SM3943-80_19","Sabanagrande"
"201740BCEAR_sgra","2","SM3945-2",31.43637718,"2017","201740BCEAR_sgra_rep2_SM3945-2_27","Sabanagrande"
"201740BCEAR_sgra","2","SM3951-1",33.82934114,"2017","201740BCEAR_sgra_rep2_SM3951-1_20","Sabanagrande"
"201740BCEAR_sgra","2","SM3954-140",29.03255078,"2017","201740BCEAR_sgra_rep2_SM3954-140_17","Sabanagrande"
"201740BCEAR_sgra","2","TAI8",34.23793611,"2017","201740BCEAR_sgra_rep2_TAI8_22","Sabanagrande"
"201741BCPRC_sgra","1","CG1141-1",32.21837388,"2017","201741BCPRC_sgra_rep1_CG1141-1_13","Sabanagrande"
"201741BCPRC_sgra","1","CM4919-1",29.57711157,"2017","201741BCPRC_sgra_rep1_CM4919-1_12","Sabanagrande"
"201741BCPRC_sgra","1","GM4543-2",29.24765484,"2017","201741BCPRC_sgra_rep1_GM4543-2_6","Sabanagrande"
"201741BCPRC_sgra","1","GM5172-3",30.36114884,"2017","201741BCPRC_sgra_rep1_GM5172-3_8","Sabanagrande"
"201741BCPRC_sgra","1","GM5176-2",29.15474934,"2017","201741BCPRC_sgra_rep1_GM5176-2_7","Sabanagrande"
"201741BCPRC_sgra","1","GM5212-6",27.59400564,"2017","201741BCPRC_sgra_rep1_GM5212-6_10","Sabanagrande"
"201741BCPRC_sgra","1","GM5309-31",29.41435804,"2017","201741BCPRC_sgra_rep1_GM5309-31_2","Sabanagrande"
"201741BCPRC_sgra","1","GM8326-1",27.89674904,"2017","201741BCPRC_sgra_rep1_GM8326-1_3","Sabanagrande"
"201741BCPRC_sgra","1","GM8326-6",29.44777413,"2017","201741BCPRC_sgra_rep1_GM8326-6_1","Sabanagrande"
"201741BCPRC_sgra","1","SM3878-111",28.85910141,"2017","201741BCPRC_sgra_rep1_SM3878-111_5","Sabanagrande"
"201741BCPRC_sgra","1","SM3882-18",29.27650115,"2017","201741BCPRC_sgra_rep1_SM3882-18_4","Sabanagrande"
"201741BCPRC_sgra","1","SM3883-96",30.57056162,"2017","201741BCPRC_sgra_rep1_SM3883-96_9","Sabanagrande"
"201741BCPRC_sgra","1","SMB2446-2",36.43190978,"2017","201741BCPRC_sgra_rep1_SMB2446-2_14","Sabanagrande"
"201741BCPRC_sgra","1","TAI8",34.44814126,"2017","201741BCPRC_sgra_rep1_TAI8_11","Sabanagrande"
"201741BCPRC_sgra","2","CG1141-1",32.81532104,"2017","201741BCPRC_sgra_rep2_CG1141-1_25","Sabanagrande"
"201741BCPRC_sgra","2","CM4919-1",33.52765978,"2017","201741BCPRC_sgra_rep2_CM4919-1_23","Sabanagrande"
"201741BCPRC_sgra","2","GM4543-2",28.83770175,"2017","201741BCPRC_sgra_rep2_GM4543-2_21","Sabanagrande"
"201741BCPRC_sgra","2","GM5172-3",28.08139035,"2017","201741BCPRC_sgra_rep2_GM5172-3_17","Sabanagrande"
"201741BCPRC_sgra","2","GM5176-2",31.27524272,"2017","201741BCPRC_sgra_rep2_GM5176-2_24","Sabanagrande"
"201741BCPRC_sgra","2","GM5212-6",26.88680615,"2017","201741BCPRC_sgra_rep2_GM5212-6_15","Sabanagrande"
"201741BCPRC_sgra","2","GM5309-31",29.74073411,"2017","201741BCPRC_sgra_rep2_GM5309-31_19","Sabanagrande"
"201741BCPRC_sgra","2","GM8326-1",28.73417266,"2017","201741BCPRC_sgra_rep2_GM8326-1_28","Sabanagrande"
"201741BCPRC_sgra","2","GM8326-6",29.97173913,"2017","201741BCPRC_sgra_rep2_GM8326-6_18","Sabanagrande"
"201741BCPRC_sgra","2","SM3878-111",26.61842776,"2017","201741BCPRC_sgra_rep2_SM3878-111_27","Sabanagrande"
"201741BCPRC_sgra","2","SM3882-18",28.74610226,"2017","201741BCPRC_sgra_rep2_SM3882-18_26","Sabanagrande"
"201741BCPRC_sgra","2","SM3883-96",30.42038003,"2017","201741BCPRC_sgra_rep2_SM3883-96_22","Sabanagrande"
"201741BCPRC_sgra","2","SMB2446-2",36.20145505,"2017","201741BCPRC_sgra_rep2_SMB2446-2_16","Sabanagrande"
"201741BCPRC_sgra","2","TAI8",34.29389338,"2017","201741BCPRC_sgra_rep2_TAI8_20","Sabanagrande"
"201741BCPRC_sgra","3","CG1141-1",33.92058824,"2017","201741BCPRC_sgra_rep3_CG1141-1_41","Sabanagrande"
"201741BCPRC_sgra","3","CM4919-1",33.13620321,"2017","201741BCPRC_sgra_rep3_CM4919-1_36","Sabanagrande"
"201741BCPRC_sgra","3","GM4543-2",28.38384615,"2017","201741BCPRC_sgra_rep3_GM4543-2_42","Sabanagrande"
"201741BCPRC_sgra","3","GM5172-3",29.21992716,"2017","201741BCPRC_sgra_rep3_GM5172-3_30","Sabanagrande"
"201741BCPRC_sgra","3","GM5176-2",30.24485144,"2017","201741BCPRC_sgra_rep3_GM5176-2_35","Sabanagrande"
